lr-Adam,step,train_loss_step,lattice_loss_step,coord_loss_step,type_loss_step,density_loss_step,type_ce_loss_step,total_loss_step,epoch,train_loss_epoch,lattice_loss_epoch,coord_loss_epoch,type_loss_epoch,density_loss_epoch,type_ce_loss_epoch,total_loss_epoch,val_loss,val_lattice_loss,val_coord_loss,val_type_loss,val_density_loss,val_type_ce_loss,val_total_loss,val_type_acc
2.371449801971965e-05,161158,,,,,,,,,,,,,,,,,,,,,,,
2.3453479836653684e-05,161158,,,,,,,,,,,,,,,,,,,,,,,
,161159,0.9834972023963928,7.16624641418457,0.9334202408790588,0.006252611521631479,0.08564199507236481,0.010034047067165375,0.9834972023963928,340,,,,,,,,,,,,,,,
,161169,0.6694594025611877,6.718669891357422,0.6193664073944092,0.008287176489830017,0.08207205682992935,0.007698219269514084,0.6694594025611877,340,,,,,,,,,,,,,,,
,161179,0.7265881299972534,7.013986587524414,0.6775751113891602,0.008830934762954712,0.07804220914840698,0.011609992943704128,0.7265881299972534,340,,,,,,,,,,,,,,,
,161189,0.7180220484733582,7.1826605796813965,0.6676347255706787,0.00884751882404089,0.08122459799051285,0.009274905547499657,0.7180220484733582,340,,,,,,,,,,,,,,,
,161199,0.7529292106628418,6.8142852783203125,0.7060390710830688,0.00607415521517396,0.07954950630664825,0.010412135161459446,0.7529292106628418,340,,,,,,,,,,,,,,,
,161209,0.7117847800254822,6.763344764709473,0.6589319109916687,0.007878433912992477,0.08720278739929199,0.013730259612202644,0.7117847800254822,340,,,,,,,,,,,,,,,
,161219,0.7862150073051453,7.82615852355957,0.7356905341148376,0.008526800200343132,0.08168435096740723,0.011554771102964878,0.7862150073051453,340,,,,,,,,,,,,,,,
,161229,0.856407880783081,7.8833909034729,0.8048262596130371,0.006207508035004139,0.08366184681653976,0.03543204814195633,0.856407880783081,340,,,,,,,,,,,,,,,
,161239,0.7669304609298706,7.626851558685303,0.715979278087616,0.0073092239908874035,0.08497712761163712,0.011534159071743488,0.7669304609298706,340,,,,,,,,,,,,,,,
,161249,0.826239824295044,7.801088333129883,0.7783744931221008,0.007454820908606052,0.07850109040737152,0.011599401012063026,0.826239824295044,340,,,,,,,,,,,,,,,
,161259,0.8513711094856262,6.7575860023498535,0.7864812612533569,0.02138276770710945,0.08316442370414734,0.019249001517891884,0.8513711094856262,340,,,,,,,,,,,,,,,
,161269,0.6335446238517761,7.407642841339111,0.5817969441413879,0.00825399812310934,0.08295134454965591,0.020180175080895424,0.6335446238517761,340,,,,,,,,,,,,,,,
