,,,R_factor,R_factor,R_factor,Pearson,Pearson,Pearson,RMSE,RMSE,RMSE,MAE,MAE,MAE
,,,mean,median,count,mean,median,count,mean,median,count,mean,median,count
kind,reference,compared_to,,,,,,,,,,,,
chi,orig,pred,1.0893845812827587,0.9318799063686379,9,0.23461361508671535,0.26123760744792257,9,0.07683504421737969,0.06613806115668683,9,0.04651077760527181,0.04394344589237198,9
chi,orig,true,1.1870279441494282,1.1443882500095133,6,0.22013857437718923,0.24059364685815876,6,0.08657540443459094,0.09028141045656538,6,0.049541174677642776,0.05022638624124694,6
chi,true,pred,1.8345514381730645,1.0819616838000996,8,0.02718314802553143,0.12050698232943834,8,0.0610180279737461,0.05025002437398104,8,0.03638231085638583,0.032185854949774745,8
xmu,orig,pred,0.021664486984757952,0.010834879294352912,16,0.7344426525967478,0.8413174324495345,16,0.09012067363123455,0.08115241481754777,16,0.04147051876125518,0.037760070907255944,16
xmu,orig,true,0.030222947799895913,0.014118465232216887,9,0.6847775601248511,0.8157613352465837,9,0.1060102122642475,0.09585945895085136,9,0.055197165101268084,0.0343472018754474,9
xmu,true,pred,0.021128610739865147,0.00999504224110157,9,0.8602159380796705,0.8696629558156345,9,0.09266946714930226,0.08938290813918578,9,0.061701450878634066,0.04708703896622332,9
