lr-Adam,step,train_loss_step,lattice_loss_step,coord_loss_step,epoch,val_loss,val_lattice_loss,val_coord_loss,train_loss_epoch,lattice_loss_epoch,coord_loss_epoch
,103,,,,12,,,,3.1334383487701416,2.126671552658081,1.00676691532135
0.0001,104,,,,,,,,,,
,104,4.082292556762695,3.075854778289795,1.0064377784729004,13,,,,,,
,109,3.790231704711914,2.7817981243133545,1.0084335803985596,13,,,,,,
,111,,,,13,3.8702752590179443,2.849517583847046,1.0207573175430298,,,
,111,,,,13,,,,4.201718330383301,3.194812059402466,1.0069067478179932
0.0001,112,,,,,,,,,,
,114,2.3357062339782715,1.2881009578704834,1.047605276107788,14,,,,,,
,119,2.708432197570801,1.7026983499526978,1.005733847618103,14,,,,,,
,119,,,,14,3.1561696529388428,2.1650564670562744,0.9911133050918579,,,
,119,,,,14,,,,3.104919910430908,2.0799591541290283,1.0249606370925903
0.0001,120,,,,,,,,,,
,124,3.1831400394439697,2.226196765899658,0.9569432139396667,15,,,,,,
,127,,,,15,2.556813955307007,1.5630735158920288,0.993740439414978,,,
,127,,,,15,,,,3.1767656803131104,2.1603381633758545,1.0164272785186768
0.0001,128,,,,,,,,,,
,129,4.600501537322998,3.644739866256714,0.9557614922523499,16,,,,,,
,134,3.7007546424865723,2.6273205280303955,1.0734341144561768,16,,,,,,
,135,,,,16,2.6429708003997803,1.6395119428634644,1.003458857536316,,,
,135,,,,16,,,,3.232830762863159,2.2216708660125732,1.011159896850586
0.0001,136,,,,,,,,,,
,139,2.1506905555725098,1.1327464580535889,1.0179442167282104,17,,,,,,
,143,,,,17,7.082926273345947,6.05240535736084,1.030521035194397,,,
,143,,,,17,,,,3.4588441848754883,2.4195806980133057,1.0392634868621826
0.0001,144,,,,,,,,,,
,144,2.955284833908081,1.9218864440917969,1.0333983898162842,18,,,,,,
,149,3.0583975315093994,2.0280981063842773,1.030299425125122,18,,,,,,
,151,,,,18,3.51918888092041,2.534095048904419,0.985093891620636,,,
,151,,,,18,,,,3.5972726345062256,2.5625126361846924,1.0347602367401123
0.0001,152,,,,,,,,,,
,154,3.123552083969116,2.161456346511841,0.9620956778526306,19,,,,,,
,159,2.9810714721679688,2.0094316005706787,0.9716399312019348,19,,,,,,
,159,,,,19,3.288551092147827,2.2861270904541016,1.0024241209030151,,,
,159,,,,19,,,,3.415867567062378,2.4167816638946533,0.9990857839584351
0.0001,160,,,,,,,,,,
,164,2.86747670173645,1.8620264530181885,1.0054502487182617,20,,,,,,
,167,,,,20,4.146368026733398,3.1660678386688232,0.9802999496459961,,,
,167,,,,20,,,,3.156574249267578,2.1557798385620117,1.0007942914962769
0.0001,168,,,,,,,,,,
,169,2.410374164581299,1.4126487970352173,0.9977253079414368,21,,,,,,
,174,2.6360104084014893,1.6663110256195068,0.9696993827819824,21,,,,,,
,175,,,,21,2.2998735904693604,1.3512073755264282,0.9486662745475769,,,
,175,,,,21,,,,3.0095653533935547,2.011842966079712,0.9977224469184875
0.0001,176,,,,,,,,,,
,179,2.519418478012085,1.4863698482513428,1.0330486297607422,22,,,,,,
,183,,,,22,2.503756046295166,1.5046662092208862,0.9990898370742798,,,
,183,,,,22,,,,2.5701258182525635,1.5766165256500244,0.9935088753700256
0.0001,184,,,,,,,,,,
,184,2.647719383239746,1.588557481765747,1.0591617822647095,23,,,,,,
,189,2.3241353034973145,1.311649203300476,1.012486219406128,23,,,,,,
,191,,,,23,2.620636224746704,1.6235681772232056,0.9970681071281433,,,
,191,,,,23,,,,2.556737184524536,1.5404890775680542,1.0162482261657715
0.0001,192,,,,,,,,,,
,194,2.452753782272339,1.3997470140457153,1.0530067682266235,24,,,,,,
,199,2.296661853790283,1.2632131576538086,1.0334488153457642,24,,,,,,
,199,,,,24,2.4096016883850098,1.38870108127594,1.0209006071090698,,,
,199,,,,24,,,,2.7314507961273193,1.7261697053909302,1.0052813291549683
0.0001,200,,,,,,,,,,
,204,2.625566005706787,1.6023606061935425,1.0232055187225342,25,,,,,,
,207,,,,25,2.211951971054077,1.1957144737243652,1.0162376165390015,,,
,207,,,,25,,,,2.4776785373687744,1.4710922241210938,1.0065863132476807
0.0001,208,,,,,,,,,,
,209,2.063751459121704,1.0601578950881958,1.0035935640335083,26,,,,,,
,214,2.6118106842041016,1.6262091398239136,0.9856016039848328,26,,,,,,
,215,,,,26,3.662355661392212,2.6748247146606445,0.9875309467315674,,,
,215,,,,26,,,,2.448154926300049,1.4333834648132324,1.014771819114685
0.0001,216,,,,,,,,,,
,219,2.1045000553131104,1.116433024406433,0.9880670309066772,27,,,,,,
,223,,,,27,2.6426496505737305,1.5987573862075806,1.043892502784729,,,
,223,,,,27,,,,2.4892375469207764,1.483356237411499,1.005881667137146
0.0001,224,,,,,,,,,,
,224,2.5250632762908936,1.5368419885635376,0.9882213473320007,28,,,,,,
,229,2.6462292671203613,1.6410810947418213,1.0051482915878296,28,,,,,,
,231,,,,28,3.3761556148529053,2.3514201641082764,1.0247352123260498,,,
,231,,,,28,,,,2.483706474304199,1.4790074825286865,1.0046987533569336
0.0001,232,,,,,,,,,,
,234,2.900367259979248,1.9601140022277832,0.9402533173561096,29,,,,,,
,239,2.1284914016723633,1.1001888513565063,1.0283024311065674,29,,,,,,
,239,,,,29,3.4866347312927246,2.48225998878479,1.004374623298645,,,
,239,,,,29,,,,2.205874443054199,1.1916922330856323,1.0141823291778564
