lr-Adam,step,train_loss_step,lattice_loss_step,coord_loss_step,type_loss_step,density_loss_step,epoch,train_loss_epoch,lattice_loss_epoch,coord_loss_epoch,type_loss_epoch,density_loss_epoch,val_loss,val_lattice_loss,val_coord_loss,val_type_loss,val_density_loss
0.0001,0,,,,,,,,,,,,,,,,
,9,2.1510555744171143,38.770896911621094,1.036957025527954,1.0959649085998535,0.036267053335905075,0,,,,,,,,,,
,19,2.0692098140716553,31.30401039123535,1.0262435674667358,1.0257540941238403,0.03442446514964104,0,,,,,,,,,,
,29,1.9834227561950684,27.17169189453125,0.9758874773979187,0.9902775883674622,0.03451544791460037,0,,,,,,,,,,
,39,2.1274688243865967,30.28365135192871,1.1170138120651245,0.9911006093025208,0.03870891407132149,0,,,,,,,,,,
,49,1.9830526113510132,30.386592864990234,0.9840096831321716,0.9830260276794434,0.03203364089131355,0,,,,,,,,,,
,59,1.9880726337432861,31.00324249267578,0.9946011900901794,0.9710309505462646,0.044880907982587814,0,,,,,,,,,,
,69,2.05066180229187,29.788320541381836,1.0704063177108765,0.9633992910385132,0.033712342381477356,0,,,,,,,,,,
,79,1.9813053607940674,28.201833724975586,0.9926608204841614,0.9688278436660767,0.039633315056562424,0,,,,,,,,,,
,89,1.9551212787628174,29.51422119140625,0.9851197600364685,0.9535053968429565,0.03299226611852646,0,,,,,,,,,,
,99,2.0520994663238525,30.15216827392578,1.0944476127624512,0.9396207928657532,0.03606225177645683,0,,,,,,,,,,
,109,1.9846378564834595,26.7886905670166,1.0618888139724731,0.9015669822692871,0.04236403852701187,0,,,,,,,,,,
,119,1.9505908489227295,30.00754165649414,1.0229709148406982,0.9088872671127319,0.0374654158949852,0,,,,,,,,,,
,129,1.8297176361083984,24.6215763092041,0.9641387462615967,0.8415358066558838,0.04808608070015907,0,,,,,,,,,,
,139,1.9433821439743042,20.81852149963379,1.0941637754440308,0.8316444754600525,0.035147879272699356,0,,,,,,,,,,
,149,1.8055486679077148,22.711416244506836,1.0110621452331543,0.7762494087219238,0.03647421672940254,0,,,,,,,,,,
,159,1.8477272987365723,20.360788345336914,1.0381391048431396,0.7933559417724609,0.032464414834976196,0,,,,,,,,,,
,169,1.791694164276123,18.09963035583496,1.0396182537078857,0.7320702075958252,0.04001131281256676,0,,,,,,,,,,
,179,1.6805285215377808,24.377763748168945,0.9454339742660522,0.714719831943512,0.040749210864305496,0,,,,,,,,,,
,189,1.792494535446167,26.81970977783203,1.0037134885787964,0.7721736431121826,0.03321470692753792,0,,,,,,,,,,
,199,1.7217050790786743,23.885982513427734,1.0263737440109253,0.6789852380752563,0.032692309468984604,0,,,,,,,,,,
,209,1.6679855585098267,21.18951416015625,1.0464664697647095,0.5991334915161133,0.044771235436201096,0,,,,,,,,,,
,219,1.628748893737793,23.164093017578125,0.9568886160850525,0.6547309160232544,0.03425891324877739,0,,,,,,,,,,
,229,1.6757665872573853,20.75834846496582,1.0938044786453247,0.5633952617645264,0.03713373467326164,0,,,,,,,,,,
,239,1.6012696027755737,23.633237838745117,0.9885300397872925,0.5920531153678894,0.041373111307621,0,,,,,,,,,,
,249,1.569698691368103,22.63962745666504,1.0118615627288818,0.5336638689041138,0.04834652319550514,0,,,,,,,,,,
,259,1.5889627933502197,22.86111831665039,1.0235264301300049,0.5443635582923889,0.042145803570747375,0,,,,,,,,,,
,269,1.716058611869812,29.65842628479004,1.0614686012268066,0.6374086737632751,0.0343625545501709,0,,,,,,,,,,
