lr-Adam,step,train_loss_step,lattice_loss_step,coord_loss_step,epoch,val_loss,val_lattice_loss,val_coord_loss,train_loss_epoch,lattice_loss_epoch,coord_loss_epoch
,119,,,,14,2.7342169284820557,1.7358949184417725,0.9983219504356384,,,
,119,,,,14,,,,2.7658090591430664,1.7148170471191406,1.0509921312332153
0.0001,120,,,,,,,,,,
,124,2.7801005840301514,1.8204476833343506,0.959652841091156,15,,,,,,
,127,,,,15,2.6476948261260986,1.58921480178833,1.058480143547058,,,
,127,,,,15,,,,2.5818703174591064,1.5776458978652954,1.004224419593811
0.0001,128,,,,,,,,,,
,129,2.6858367919921875,1.6272743940353394,1.0585625171661377,16,,,,,,
,134,2.089447021484375,1.1300019025802612,0.959445059299469,16,,,,,,
,135,,,,16,2.465981960296631,1.4149863719940186,1.0509957075119019,,,
,135,,,,16,,,,2.530116558074951,1.4928901195526123,1.0372263193130493
0.0001,136,,,,,,,,,,
,139,2.7611794471740723,1.6783654689788818,1.08281409740448,17,,,,,,
,143,,,,17,2.187148332595825,1.2338526248931885,0.9532956480979919,,,
,143,,,,17,,,,2.4691531658172607,1.4385251998901367,1.030627965927124
0.0001,144,,,,,,,,,,
,144,2.64631986618042,1.5733944177627563,1.0729254484176636,18,,,,,,
,149,2.176483154296875,1.1335960626602173,1.0428870916366577,18,,,,,,
,151,,,,18,1.9133156538009644,0.8907946348190308,1.0225210189819336,,,
,151,,,,18,,,,2.5228559970855713,1.5051082372665405,1.0177475214004517
0.0001,152,,,,,,,,,,
,154,2.430812358856201,1.3652178049087524,1.0655945539474487,19,,,,,,
,159,1.700392246246338,0.6764944791793823,1.0238977670669556,19,,,,,,
,159,,,,19,2.648250102996826,1.599850058555603,1.0484000444412231,,,
,159,,,,19,,,,2.2106029987335205,1.184478521347046,1.026124358177185
0.0001,160,,,,,,,,,,
,164,1.9041118621826172,0.8927191495895386,1.0113927125930786,20,,,,,,
,167,,,,20,2.3537232875823975,1.3688451051712036,0.9848783016204834,,,
,167,,,,20,,,,2.2537038326263428,1.236594319343567,1.0171096324920654
0.0001,168,,,,,,,,,,
,169,2.3986074924468994,1.484606385231018,0.9140010476112366,21,,,,,,
,174,2.6731948852539062,1.6987336874008179,0.9744610786437988,21,,,,,,
,175,,,,21,2.05349063873291,1.0323573350906372,1.0211331844329834,,,
,175,,,,21,,,,2.3454298973083496,1.363168478012085,0.9822613596916199
0.0001,176,,,,,,,,,,
,179,3.1758334636688232,2.181278944015503,0.9945545196533203,22,,,,,,
,183,,,,22,2.316254138946533,1.3072502613067627,1.0090038776397705,,,
,183,,,,22,,,,2.4164297580718994,1.371358036994934,1.0450717210769653
0.0001,184,,,,,,,,,,
,184,2.539846897125244,1.5161617994308472,1.0236852169036865,23,,,,,,
,189,1.994113564491272,0.8814530372619629,1.112660527229309,23,,,,,,
,191,,,,23,1.8895577192306519,0.8728088736534119,1.0167489051818848,,,
,191,,,,23,,,,2.4177277088165283,1.3848707675933838,1.0328567028045654
0.0001,192,,,,,,,,,,
,194,2.7393460273742676,1.750984787940979,0.988361120223999,24,,,,,,
,199,2.013437509536743,1.0022776126861572,1.011159896850586,24,,,,,,
,199,,,,24,2.18105149269104,1.2069416046142578,0.9741100668907166,,,
,199,,,,24,,,,2.4504592418670654,1.4481576681137085,1.0023014545440674
0.0001,200,,,,,,,,,,
,204,2.1361865997314453,1.1268020868301392,1.0093845129013062,25,,,,,,
,207,,,,25,2.058120012283325,1.080918312072754,0.9772018194198608,,,
,207,,,,25,,,,2.206376791000366,1.195429801940918,1.0109469890594482
0.0001,208,,,,,,,,,,
,209,2.214346408843994,1.2542321681976318,0.9601141214370728,26,,,,,,
,214,1.999504566192627,1.0220730304718018,0.9774314761161804,26,,,,,,
,215,,,,26,2.2151052951812744,1.1777076721191406,1.0373976230621338,,,
,215,,,,26,,,,2.0301923751831055,1.0521862506866455,0.9780061841011047
0.0001,216,,,,,,,,,,
,219,2.7660975456237793,1.7447210550308228,1.0213764905929565,27,,,,,,
,223,,,,27,2.0052061080932617,0.9765286445617676,1.0286773443222046,,,
,223,,,,27,,,,2.3860480785369873,1.3995486497879028,0.9864992499351501
0.0001,224,,,,,,,,,,
,224,2.142087936401367,1.1467227935791016,0.9953650236129761,28,,,,,,
,229,2.1245503425598145,1.1831073760986328,0.9414430856704712,28,,,,,,
,231,,,,28,2.3404481410980225,1.338769793510437,1.0016783475875854,,,
,231,,,,28,,,,2.5430455207824707,1.5260276794433594,1.0170177221298218
0.0001,232,,,,,,,,,,
,234,2.4636974334716797,1.452767014503479,1.0109302997589111,29,,,,,,
,239,2.436523914337158,1.4074987173080444,1.0290251970291138,29,,,,,,
,239,,,,29,2.063624143600464,1.068435788154602,0.995188295841217,,,
,239,,,,29,,,,2.101883888244629,1.0873774290084839,1.0145063400268555
