lr-Adam,step,train_loss_step,lattice_loss_step,coord_loss_step,epoch,train_loss_epoch,lattice_loss_epoch,coord_loss_epoch
0.0001,9,,,,,,,
,9,10.278629302978516,9.504589080810547,0.7740404605865479,0,,,
0.0001,19,,,,,,,
,19,7.344368934631348,6.496768951416016,0.8476002216339111,0,,,
0.0001,29,,,,,,,
,29,57.00926208496094,56.15127944946289,0.8579819798469543,0,,,
0.0001,39,,,,,,,
,39,16.545785903930664,15.741122245788574,0.8046642541885376,0,,,
0.0001,49,,,,,,,
,49,9.382524490356445,8.577780723571777,0.8047441840171814,0,,,
0.0001,59,,,,,,,
,59,4.681090354919434,3.8216264247894287,0.8594639897346497,0,,,
0.0001,69,,,,,,,
,69,3.0638668537139893,2.3171520233154297,0.7467148303985596,0,,,
0.0001,79,,,,,,,
,79,3.569483518600464,2.771381378173828,0.798102080821991,0,,,
0.0001,89,,,,,,,
,89,3.509913682937622,2.582496404647827,0.9274172782897949,0,,,
0.0001,99,,,,,,,
,99,2.366237163543701,1.5180375576019287,0.8481994867324829,0,,,
0.0001,109,,,,,,,
,109,2.0322914123535156,1.2515311241149902,0.7807604074478149,0,,,
0.0001,119,,,,,,,
,119,3.405547618865967,2.6248538494110107,0.7806937098503113,0,,,
0.0001,129,,,,,,,
,129,1.5881279706954956,0.8792731165885925,0.7088548541069031,0,,,
0.0001,139,,,,,,,
,139,2.2010579109191895,1.3923776149749756,0.8086802363395691,0,,,
0.0001,149,,,,,,,
,149,2.106498956680298,1.3369667530059814,0.7695322632789612,0,,,
0.0001,159,,,,,,,
,159,1.9201233386993408,1.0471004247665405,0.8730229139328003,0,,,
0.0001,169,,,,,,,
,169,2.339761734008789,1.561615228652954,0.7781464457511902,0,,,
0.0001,179,,,,,,,
,179,1.9209482669830322,1.048018455505371,0.8729298114776611,0,,,
0.0001,189,,,,,,,
,189,1.6776823997497559,0.9757226705551147,0.7019596695899963,0,,,
0.0001,199,,,,,,,
,199,1.9531912803649902,1.2128843069076538,0.7403069734573364,0,,,
0.0001,209,,,,,,,
,209,1.8858823776245117,1.0697238445281982,0.8161584734916687,0,,,
0.0001,219,,,,,,,
,219,1.5466368198394775,0.7553967237472534,0.7912400960922241,0,,,
0.0001,229,,,,,,,
,229,1.5375882387161255,0.8357384204864502,0.7018498182296753,0,,,
0.0001,239,,,,,,,
,239,1.513174057006836,0.768264889717102,0.7449092268943787,0,,,
0.0001,249,,,,,,,
,249,1.9091918468475342,1.081411600112915,0.8277802467346191,0,,,
0.0001,259,,,,,,,
,259,1.5629603862762451,0.859347939491272,0.7036123871803284,0,,,
0.0001,269,,,,,,,
,269,2.1867775917053223,1.3320930004119873,0.854684591293335,0,,,
0.0001,279,,,,,,,
,279,2.045073986053467,1.2620453834533691,0.7830286622047424,0,,,
0.0001,289,,,,,,,
,289,1.7591521739959717,0.9522503614425659,0.8069018721580505,0,,,
0.0001,299,,,,,,,
,299,1.4218999147415161,0.7467972636222839,0.6751026511192322,0,,,
0.0001,309,,,,,,,
,309,1.7593369483947754,0.9857097864151001,0.7736272215843201,0,,,
0.0001,319,,,,,,,
,319,1.5118227005004883,0.7667564749717712,0.7450661659240723,0,,,
0.0001,329,,,,,,,
,329,1.6448233127593994,0.8127335906028748,0.8320896625518799,0,,,
0.0001,339,,,,,,,
,339,1.4957753419876099,0.677597165107727,0.8181781768798828,0,,,
0.0001,349,,,,,,,
,349,1.7576732635498047,0.9578866362571716,0.7997866272926331,0,,,
0.0001,359,,,,,,,
,359,1.9753835201263428,1.1359437704086304,0.8394396901130676,0,,,
0.0001,369,,,,,,,
,369,1.2184102535247803,0.6075829267501831,0.6108272671699524,0,,,
0.0001,379,,,,,,,
,379,1.5008981227874756,0.7864736318588257,0.7144244313240051,0,,,
0.0001,389,,,,,,,
,389,1.6418498754501343,0.9094206094741821,0.7324292659759521,0,,,
0.0001,399,,,,,,,
,399,1.6451284885406494,0.7990955114364624,0.846032977104187,0,,,
0.0001,409,,,,,,,
,409,1.5751034021377563,0.8083927631378174,0.766710638999939,0,,,
,414,,,,0,3.1531100273132324,2.351616859436035,0.8014918565750122
0.0001,419,,,,,,,
,419,1.589184284210205,0.8427827954292297,0.7464014887809753,1,,,
0.0001,429,,,,,,,
,429,1.724966049194336,0.9597301483154297,0.7652359008789062,1,,,
0.0001,439,,,,,,,
,439,1.863625407218933,1.0510649681091309,0.8125604391098022,1,,,
0.0001,449,,,,,,,
,449,1.5972838401794434,0.8544279932975769,0.7428557872772217,1,,,
0.0001,459,,,,,,,
,459,1.5446786880493164,0.841747522354126,0.7029311060905457,1,,,
0.0001,469,,,,,,,
,469,1.4156877994537354,0.7249060869216919,0.6907817721366882,1,,,
0.0001,479,,,,,,,
,479,1.4024120569229126,0.6714453101158142,0.7309667468070984,1,,,
0.0001,489,,,,,,,
,489,1.7325494289398193,0.9405544996261597,0.7919948697090149,1,,,
0.0001,499,,,,,,,
,499,1.792471170425415,1.024923324584961,0.7675477862358093,1,,,
0.0001,509,,,,,,,
,509,1.6495728492736816,0.890930712223053,0.7586421370506287,1,,,
0.0001,519,,,,,,,
,519,1.5745612382888794,0.7239722013473511,0.8505890369415283,1,,,
0.0001,529,,,,,,,
,529,1.9609580039978027,1.159220576286316,0.8017374873161316,1,,,
0.0001,539,,,,,,,
