lr-Adam,step,train_loss_step,lattice_loss_step,coord_loss_step,epoch,train_loss_epoch,lattice_loss_epoch,coord_loss_epoch
0.0001,9,,,,,,,
,9,5.690921783447266,4.865525245666504,0.8253965377807617,0,,,
0.0001,19,,,,,,,
,19,26.603748321533203,25.747730255126953,0.8560185432434082,0,,,
0.0001,29,,,,,,,
,29,4.963009357452393,4.127449035644531,0.835560142993927,0,,,
0.0001,39,,,,,,,
,39,4.877339839935303,4.016322135925293,0.8610175848007202,0,,,
0.0001,49,,,,,,,
,49,3.602815628051758,2.692664623260498,0.9101508855819702,0,,,
0.0001,59,,,,,,,
,59,4.441282272338867,3.719849109649658,0.7214330434799194,0,,,
0.0001,69,,,,,,,
,69,3.081313133239746,2.343243360519409,0.7380698323249817,0,,,
0.0001,79,,,,,,,
,79,3.1671979427337646,2.4123215675354004,0.7548763155937195,0,,,
0.0001,89,,,,,,,
,89,2.806210517883301,1.9217555522918701,0.8844549655914307,0,,,
0.0001,99,,,,,,,
,99,1.9565086364746094,1.1336357593536377,0.8228728175163269,0,,,
0.0001,109,,,,,,,
,109,3.443685531616211,2.614589214324951,0.8290964365005493,0,,,
0.0001,119,,,,,,,
,119,2.01224946975708,1.1814693212509155,0.8307802677154541,0,,,
0.0001,129,,,,,,,
,129,1.832449197769165,1.0284650325775146,0.8039841055870056,0,,,
0.0001,139,,,,,,,
,139,2.1209044456481934,1.4121274948120117,0.7087768316268921,0,,,
0.0001,149,,,,,,,
,149,1.6760075092315674,0.9273537993431091,0.7486536502838135,0,,,
0.0001,159,,,,,,,
,159,2.1680145263671875,1.3281058073043823,0.83990877866745,0,,,
0.0001,169,,,,,,,
,169,1.4048078060150146,0.6577935218811035,0.7470142841339111,0,,,
0.0001,179,,,,,,,
,179,2.52726411819458,1.7857675552368164,0.7414965629577637,0,,,
0.0001,189,,,,,,,
,189,7.4165825843811035,6.649959564208984,0.7666228413581848,0,,,
0.0001,199,,,,,,,
