lr-Adam,step,train_loss_step,lattice_loss_step,coord_loss_step,epoch
0.0001,9,,,,
,9,16.176252365112305,15.33858871459961,0.8376631736755371,0
0.0001,19,,,,
,19,7.770897388458252,6.977262496948242,0.7936347126960754,0
0.0001,29,,,,
,29,32.10143280029297,31.466936111450195,0.6344974637031555,0
0.0001,39,,,,
,39,4.450945854187012,3.611672878265381,0.8392729759216309,0
0.0001,49,,,,
,49,3.5806055068969727,2.759817123413086,0.8207885026931763,0
0.0001,59,,,,
,59,4.066432952880859,3.2298877239227295,0.8365450501441956,0
0.0001,69,,,,
,69,2.842261552810669,1.9596400260925293,0.8826214671134949,0
0.0001,79,,,,
,79,4.956124305725098,4.110300064086914,0.8458244204521179,0
0.0001,89,,,,
,89,2.8869895935058594,2.142631769180298,0.744357705116272,0
0.0001,99,,,,
,99,3.619389295578003,2.9219274520874023,0.6974617838859558,0
0.0001,109,,,,
,109,3.53983473777771,2.7560312747955322,0.783803403377533,0
0.0001,119,,,,
,119,3.121047258377075,2.3114194869995117,0.8096278309822083,0
0.0001,129,,,,
,129,2.6008381843566895,1.896504282951355,0.7043339014053345,0
0.0001,139,,,,
,139,2.048031806945801,1.2395952939987183,0.808436393737793,0
0.0001,149,,,,
,149,2.310678005218506,1.4502513408660889,0.8604265451431274,0
0.0001,159,,,,
,159,2.0596485137939453,1.3023364543914795,0.7573121190071106,0
0.0001,169,,,,
,169,2.0385069847106934,1.2481613159179688,0.7903457880020142,0
0.0001,179,,,,
,179,2.158679962158203,1.388791799545288,0.7698881030082703,0
0.0001,189,,,,
,189,1.4529695510864258,0.6663464307785034,0.7866230607032776,0
0.0001,199,,,,
,199,1.6199690103530884,0.8358725905418396,0.7840964198112488,0
0.0001,209,,,,
,209,2.742293357849121,1.9346470832824707,0.8076461553573608,0
0.0001,219,,,,
,219,1.751448154449463,0.9793829917907715,0.7720651626586914,0
0.0001,229,,,,
,229,1.8038748502731323,1.0033751726150513,0.800499677658081,0
0.0001,239,,,,
,239,1.8642783164978027,1.0972657203674316,0.7670126557350159,0
0.0001,249,,,,
,249,1.901993751525879,1.1358959674835205,0.7660977244377136,0
0.0001,259,,,,
,259,1.6583415269851685,0.8497132658958435,0.808628261089325,0
0.0001,269,,,,
,269,1.8043437004089355,0.9165917634963989,0.8877518773078918,0
