lr-Adam,step,train_loss_step,lattice_loss_step,coord_loss_step,epoch,train_loss_epoch,lattice_loss_epoch,coord_loss_epoch,val_loss,val_lattice_loss,val_coord_loss
0.0001,6229,,,,,,,,,,
,6229,1.3195253610610962,0.5238595008850098,0.7956658601760864,15,,,,,,
0.0001,6239,,,,,,,,,,
,6239,1.2405446767807007,0.4947846233844757,0.7457600831985474,15,,,,,,
0.0001,6249,,,,,,,,,,
,6249,1.3415653705596924,0.579999566078186,0.7615658640861511,15,,,,,,
0.0001,6259,,,,,,,,,,
,6259,1.5739846229553223,0.7437220811843872,0.8302626013755798,15,,,,,,
0.0001,6269,,,,,,,,,,
,6269,1.4843169450759888,0.7061610221862793,0.7781559228897095,15,,,,,,
0.0001,6279,,,,,,,,,,
,6279,1.4085745811462402,0.734074592590332,0.6744999289512634,15,,,,,,
0.0001,6289,,,,,,,,,,
,6289,1.262593388557434,0.49844130873680115,0.7641521096229553,15,,,,,,
0.0001,6299,,,,,,,,,,
,6299,1.2897465229034424,0.5523474216461182,0.7373991012573242,15,,,,,,
0.0001,6309,,,,,,,,,,
,6309,1.2740108966827393,0.4658224582672119,0.8081883788108826,15,,,,,,
0.0001,6319,,,,,,,,,,
,6319,1.2606556415557861,0.47865790128707886,0.7819976806640625,15,,,,,,
0.0001,6329,,,,,,,,,,
,6329,1.3017477989196777,0.5366564989089966,0.7650913000106812,15,,,,,,
0.0001,6339,,,,,,,,,,
,6339,1.1456937789916992,0.35494065284729004,0.7907531261444092,15,,,,,,
0.0001,6349,,,,,,,,,,
,6349,1.3680369853973389,0.6493331789970398,0.7187038660049438,15,,,,,,
0.0001,6359,,,,,,,,,,
,6359,1.6203041076660156,0.82450270652771,0.7958014607429504,15,,,,,,
0.0001,6369,,,,,,,,,,
,6369,1.4019684791564941,0.6155607104301453,0.7864077687263489,15,,,,,,
0.0001,6379,,,,,,,,,,
,6379,1.469550609588623,0.6294252872467041,0.840125322341919,15,,,,,,
0.0001,6389,,,,,,,,,,
,6389,1.3121345043182373,0.5285699963569641,0.783564567565918,15,,,,,,
0.0001,6399,,,,,,,,,,
,6399,1.3905068635940552,0.5801265239715576,0.8103803396224976,15,,,,,,
0.0001,6409,,,,,,,,,,
,6409,1.340912103652954,0.590286374092102,0.7506256699562073,15,,,,,,
0.0001,6419,,,,,,,,,,
,6419,1.3575655221939087,0.6098048090934753,0.7477607131004333,15,,,,,,
0.0001,6429,,,,,,,,,,
,6429,1.1290866136550903,0.4119347333908081,0.7171518802642822,15,,,,,,
0.0001,6439,,,,,,,,,,
,6439,1.2884657382965088,0.6074560880661011,0.6810097098350525,15,,,,,,
0.0001,6449,,,,,,,,,,
,6449,1.487997055053711,0.6711285710334778,0.8168684244155884,15,,,,,,
0.0001,6459,,,,,,,,,,
,6459,1.297025442123413,0.4640849828720093,0.8329404592514038,15,,,,,,
0.0001,6469,,,,,,,,,,
,6469,1.2621815204620361,0.4977187216281891,0.7644627690315247,15,,,,,,
0.0001,6479,,,,,,,,,,
,6479,1.5563435554504395,0.8105595707893372,0.7457839250564575,15,,,,,,
0.0001,6489,,,,,,,,,,
,6489,1.447709083557129,0.7069324851036072,0.7407765984535217,15,,,,,,
0.0001,6499,,,,,,,,,,
,6499,1.6551530361175537,0.8159961104393005,0.8391568660736084,15,,,,,,
0.0001,6509,,,,,,,,,,
,6509,1.470466136932373,0.6013659834861755,0.8691000938415527,15,,,,,,
0.0001,6519,,,,,,,,,,
,6519,1.222294807434082,0.49779772758483887,0.7244971394538879,15,,,,,,
0.0001,6529,,,,,,,,,,
,6529,1.6163815259933472,0.7796484231948853,0.8367331027984619,15,,,,,,
0.0001,6539,,,,,,,,,,
,6539,1.351637840270996,0.5915123224258423,0.7601255774497986,15,,,,,,
0.0001,6549,,,,,,,,,,
,6549,1.2337086200714111,0.5450999736785889,0.6886085867881775,15,,,,,,
0.0001,6559,,,,,,,,,,
,6559,1.4688122272491455,0.7478936910629272,0.720918595790863,15,,,,,,
0.0001,6569,,,,,,,,,,
,6569,1.391981840133667,0.6284923553466797,0.7634894847869873,15,,,,,,
0.0001,6579,,,,,,,,,,
,6579,1.520162582397461,0.7039246559143066,0.8162379860877991,15,,,,,,
0.0001,6589,,,,,,,,,,
,6589,1.2295503616333008,0.4809555411338806,0.7485948801040649,15,,,,,,
0.0001,6599,,,,,,,,,,
,6599,1.4936949014663696,0.6770989894866943,0.8165959119796753,15,,,,,,
0.0001,6609,,,,,,,,,,
,6609,1.4859296083450317,0.6831822395324707,0.802747368812561,15,,,,,,
0.0001,6619,,,,,,,,,,
,6619,1.4651687145233154,0.716936469078064,0.7482321858406067,15,,,,,,
0.0001,6629,,,,,,,,,,
,6629,1.4669206142425537,0.666549801826477,0.8003707528114319,15,,,,,,
,6638,,,,15,1.4063421487808228,0.6304997801780701,0.7758432626724243,,,
0.0001,6639,,,,,,,,,,
,6639,1.4498035907745361,0.6514607667922974,0.798342764377594,16,,,,,,
0.0001,6649,,,,,,,,,,
,6649,1.390494465827942,0.609407901763916,0.7810865640640259,16,,,,,,
0.0001,6659,,,,,,,,,,
,6659,1.747974157333374,0.8639770150184631,0.8839972019195557,16,,,,,,
0.0001,6669,,,,,,,,,,
,6669,1.46051824092865,0.6495043635368347,0.8110138773918152,16,,,,,,
0.0001,6679,,,,,,,,,,
,6679,1.4812885522842407,0.6564216613769531,0.8248668909072876,16,,,,,,
0.0001,6689,,,,,,,,,,
,6689,1.1484487056732178,0.4832378625869751,0.6652108430862427,16,,,,,,
0.0001,6699,,,,,,,,,,
,6699,1.2411212921142578,0.5670703053474426,0.6740509271621704,16,,,,,,
0.0001,6709,,,,,,,,,,
,6709,1.4622859954833984,0.5991228818893433,0.8631630539894104,16,,,,,,
0.0001,6719,,,,,,,,,,
,6719,1.5265928506851196,0.7214842438697815,0.8051086068153381,16,,,,,,
0.0001,6729,,,,,,,,,,
,6729,1.3549902439117432,0.508502721786499,0.8464874625205994,16,,,,,,
0.0001,6739,,,,,,,,,,
,6739,1.435218334197998,0.72623610496521,0.7089822888374329,16,,,,,,
0.0001,6749,,,,,,,,,,
,6749,1.5917706489562988,0.7670246362686157,0.8247459530830383,16,,,,,,
0.0001,6759,,,,,,,,,,
,6759,1.5881291627883911,0.7400131225585938,0.8481160402297974,16,,,,,,
0.0001,6769,,,,,,,,,,
,6769,1.5778616666793823,0.8380995988845825,0.7397620677947998,16,,,,,,
0.0001,6779,,,,,,,,,,
,6779,1.2525607347488403,0.5348356366157532,0.7177250981330872,16,,,,,,
0.0001,6789,,,,,,,,,,
,6789,1.3522558212280273,0.6332597732543945,0.718995988368988,16,,,,,,
0.0001,6799,,,,,,,,,,
,6799,1.2690736055374146,0.4970344305038452,0.7720391750335693,16,,,,,,
0.0001,6809,,,,,,,,,,
,6809,1.2764333486557007,0.45186296105384827,0.8245704174041748,16,,,,,,
0.0001,6819,,,,,,,,,,
,6819,1.5286527872085571,0.7041165232658386,0.8245362639427185,16,,,,,,
0.0001,6829,,,,,,,,,,
,6829,1.5943548679351807,0.7986433506011963,0.7957115173339844,16,,,,,,
0.0001,6839,,,,,,,,,,
,6839,1.39927077293396,0.6073302030563354,0.7919405102729797,16,,,,,,
0.0001,6849,,,,,,,,,,
,6849,1.4371716976165771,0.6352131366729736,0.8019586205482483,16,,,,,,
0.0001,6859,,,,,,,,,,
,6859,1.2505422830581665,0.5620725750923157,0.6884697079658508,16,,,,,,
0.0001,6869,,,,,,,,,,
,6869,1.4924616813659668,0.6699916124343872,0.8224700689315796,16,,,,,,
0.0001,6879,,,,,,,,,,
,6879,1.3022772073745728,0.5230909585952759,0.7791862487792969,16,,,,,,
0.0001,6889,,,,,,,,,,
,6889,1.1928128004074097,0.4661675691604614,0.7266452312469482,16,,,,,,
0.0001,6899,,,,,,,,,,
,6899,1.3175113201141357,0.5577834844589233,0.7597278356552124,16,,,,,,
0.0001,6909,,,,,,,,,,
,6909,1.496822476387024,0.6772960424423218,0.8195264339447021,16,,,,,,
0.0001,6919,,,,,,,,,,
,6919,1.25844144821167,0.4878147542476654,0.7706266641616821,16,,,,,,
0.0001,6929,,,,,,,,,,
,6929,1.368621587753296,0.592159628868103,0.7764618992805481,16,,,,,,
0.0001,6939,,,,,,,,,,
,6939,1.2192034721374512,0.48835867643356323,0.7308447957038879,16,,,,,,
0.0001,6949,,,,,,,,,,
,6949,1.2513781785964966,0.48572900891304016,0.765649139881134,16,,,,,,
0.0001,6959,,,,,,,,,,
,6959,1.2464995384216309,0.522131085395813,0.7243685126304626,16,,,,,,
0.0001,6969,,,,,,,,,,
,6969,1.5424439907073975,0.7207063436508179,0.8217376470565796,16,,,,,,
0.0001,6979,,,,,,,,,,
,6979,1.5345690250396729,0.7358658909797668,0.7987031936645508,16,,,,,,
0.0001,6989,,,,,,,,,,
,6989,1.2089338302612305,0.5112786889076233,0.6976550817489624,16,,,,,,
0.0001,6999,,,,,,,,,,
,6999,1.4048117399215698,0.6588329672813416,0.7459787726402283,16,,,,,,
0.0001,7009,,,,,,,,,,
,7009,1.2535362243652344,0.5635567307472229,0.6899794936180115,16,,,,,,
0.0001,7019,,,,,,,,,,
,7019,1.203467607498169,0.46992647647857666,0.7335411906242371,16,,,,,,
0.0001,7029,,,,,,,,,,
,7029,1.265282392501831,0.43722909688949585,0.8280532956123352,16,,,,,,
0.0001,7039,,,,,,,,,,
,7039,1.6013274192810059,0.7800694704055786,0.8212578892707825,16,,,,,,
0.0001,7049,,,,,,,,,,
,7049,1.3480198383331299,0.5593474507331848,0.7886723279953003,16,,,,,,
,7053,,,,16,1.3949605226516724,0.6265145540237427,0.768444299697876,,,
0.0001,7059,,,,,,,,,,
,7059,1.5859017372131348,0.795413613319397,0.7904881238937378,17,,,,,,
0.0001,7069,,,,,,,,,,
,7069,1.4983696937561035,0.7088172435760498,0.7895525097846985,17,,,,,,
0.0001,7079,,,,,,,,,,
,7079,1.6244734525680542,0.8607664108276367,0.7637070417404175,17,,,,,,
0.0001,7089,,,,,,,,,,
,7089,1.5617332458496094,0.8097885847091675,0.7519446611404419,17,,,,,,
0.0001,7099,,,,,,,,,,
,7099,1.4736027717590332,0.6495387554168701,0.8240639567375183,17,,,,,,
0.0001,7109,,,,,,,,,,
,7109,1.4088382720947266,0.5979279279708862,0.8109104037284851,17,,,,,,
0.0001,7119,,,,,,,,,,
,7119,1.2184606790542603,0.4263128638267517,0.7921478152275085,17,,,,,,
0.0001,7129,,,,,,,,,,
,7129,1.402319073677063,0.6127180457115173,0.7896010279655457,17,,,,,,
0.0001,7139,,,,,,,,,,
,7139,1.4200167655944824,0.6081452369689941,0.8118715286254883,17,,,,,,
0.0001,7149,,,,,,,,,,
,7149,1.3630820512771606,0.6308408379554749,0.7322412133216858,17,,,,,,
0.0001,7159,,,,,,,,,,
,7159,1.4514472484588623,0.6270442008972168,0.8244030475616455,17,,,,,,
0.0001,7169,,,,,,,,,,
,7169,1.231017827987671,0.5209604501724243,0.7100574374198914,17,,,,,,
0.0001,7179,,,,,,,,,,
,7179,1.2733285427093506,0.5050926208496094,0.768235981464386,17,,,,,,
0.0001,7189,,,,,,,,,,
,7189,1.4185371398925781,0.680178165435791,0.7383590340614319,17,,,,,,
0.0001,7199,,,,,,,,,,
,7199,1.5849788188934326,0.781251072883606,0.8037278056144714,17,,,,,,
0.0001,7209,,,,,,,,,,
,7209,1.5830481052398682,0.7950416803359985,0.7880064249038696,17,,,,,,
0.0001,7219,,,,,,,,,,
