n_gaps,mean,median,std,min,max,p25,p50,p75,p80,p85,p90,p95,p99
6282151,0.06434614956378937,0.012377023696899414,0.15733952820301056,0.0,5.369228363037109,0.0,0.012377023696899414,0.05742979049682617,0.07620573043823242,0.10473799705505371,0.15628623962402344,0.2928752899169922,0.8484454154968262
