lr-Adam,step,train_loss_step,lattice_loss_step,coord_loss_step,type_loss_step,density_loss_step,type_ce_loss_step,total_loss_step,epoch,train_loss_epoch,lattice_loss_epoch,coord_loss_epoch,type_loss_epoch,density_loss_epoch,type_ce_loss_epoch,total_loss_epoch,val_loss,val_lattice_loss,val_coord_loss,val_type_loss,val_density_loss,val_type_ce_loss,val_total_loss
,709,1.8666411638259888,8.674220085144043,0.9011809229850769,0.007193485274910927,0.07976969331502914,1.8367637395858765,1.8666411638259888,1,,,,,,,,,,,,,,
,719,1.7337127923965454,7.55765962600708,0.7783816456794739,0.009628357365727425,0.08111361414194107,1.8102920055389404,1.7337127923965454,1,,,,,,,,,,,,,,
,729,1.8959708213806152,7.811415672302246,0.849556028842926,0.007895325310528278,0.08514934778213501,1.9918895959854126,1.8959708213806152,1,,,,,,,,,,,,,,
,739,1.8160213232040405,7.14164924621582,0.8493940234184265,0.005846730899065733,0.0784512534737587,1.8431098461151123,1.8160213232040405,1,,,,,,,,,,,,,,
,749,2.048739433288574,7.832549095153809,0.7752922177314758,0.01683666743338108,0.07847315818071365,2.4347476959228516,2.048739433288574,1,,,,,,,,,,,,,,
,759,1.8077936172485352,6.327231407165527,0.8079993724822998,0.007311351131647825,0.08289425075054169,1.9020717144012451,1.8077936172485352,1,,,,,,,,,,,,,,
,769,1.6998248100280762,6.653359413146973,0.8164309859275818,0.019101152196526527,0.08033083379268646,1.64825439453125,1.6998248100280762,1,,,,,,,,,,,,,,
,779,2.0001707077026367,7.414113521575928,0.9161224365234375,0.010311617515981197,0.08428696542978287,2.0631866455078125,2.0001707077026367,1,,,,,,,,,,,,,,
,789,2.0980961322784424,6.499236583709717,0.8762673735618591,0.011529402807354927,0.08302171528339386,2.3375768661499023,2.0980961322784424,1,,,,,,,,,,,,,,
,799,1.9616565704345703,5.9827141761779785,0.8056461811065674,0.030062291771173477,0.07673536986112595,2.1751606464385986,1.9616565704345703,1,,,,,,,,,,,,,,
,809,1.9276503324508667,6.794643878936768,0.8309308886528015,0.013530705124139786,0.07819614559412003,2.088181257247925,1.9276503324508667,1,,,,,,,,,,,,,,
,819,1.8859930038452148,7.147984981536865,0.8378207087516785,0.010985727421939373,0.08293476700782776,1.9914382696151733,1.8859930038452148,1,,,,,,,,,,,,,,
,829,1.813549280166626,8.514084815979004,0.812609851360321,0.015470949001610279,0.08074218779802322,1.8901946544647217,1.813549280166626,1,,,,,,,,,,,,,,
,839,1.7242014408111572,7.346578121185303,0.8147251605987549,0.02931603416800499,0.08001189678907394,1.6803085803985596,1.7242014408111572,1,,,,,,,,,,,,,,
,849,1.9424985647201538,8.367318153381348,0.872321367263794,0.007456009276211262,0.08054414391517639,2.044898271560669,1.9424985647201538,1,,,,,,,,,,,,,,
,859,1.7778648138046265,6.855867862701416,0.7821597456932068,0.013927964493632317,0.0841708704829216,1.8793834447860718,1.7778648138046265,1,,,,,,,,,,,,,,
,869,1.7555865049362183,7.304495334625244,0.9210357666015625,0.009187554009258747,0.07916992157697678,1.5715564489364624,1.7555865049362183,1,,,,,,,,,,,,,,
,879,2.0579493045806885,8.21288013458252,0.801243782043457,0.018216103315353394,0.08000864833593369,2.39697003364563,2.0579493045806885,1,,,,,,,,,,,,,,
,889,1.9030015468597412,7.0736188888549805,0.8221923112869263,0.021529443562030792,0.08260166645050049,2.0359578132629395,1.9030015468597412,1,,,,,,,,,,,,,,
,899,1.9312800168991089,7.930737018585205,0.8622468113899231,0.01103257667273283,0.0835176333785057,2.0324835777282715,1.9312800168991089,1,,,,,,,,,,,,,,
,909,1.7744226455688477,7.415896892547607,0.7820217609405518,0.02485128492116928,0.08062870055437088,1.8544704914093018,1.7744226455688477,1,,,,,,,,,,,,,,
,919,1.8639702796936035,6.8092145919799805,0.8774856925010681,0.007416614796966314,0.07983677834272385,1.878299355506897,1.8639702796936035,1,,,,,,,,,,,,,,
,929,1.6755502223968506,6.4449543952941895,0.8208943605422974,0.014614513143897057,0.07761746644973755,1.6024651527404785,1.6755502223968506,1,,,,,,,,,,,,,,
,939,2.013683319091797,7.010469913482666,0.8747595548629761,0.01668398454785347,0.08297099173069,2.161508321762085,2.013683319091797,1,,,,,,,,,,,,,,
,947,,,,,,,,1,1.904145359992981,7.366723537445068,0.8563531637191772,0.014372006058692932,0.08127344399690628,1.9855676889419556,1.904145359992981,,,,,,,
9.999609168808891e-05,948,,,,,,,,,,,,,,,,,,,,,,
,949,1.9757781028747559,6.936959266662598,0.9173135161399841,0.021721558645367622,0.08373817056417465,1.9897480010986328,1.9757781028747559,2,,,,,,,,,,,,,,
,959,1.782371997833252,7.40276575088501,0.7836281061172485,0.013027429580688477,0.08003520220518112,1.8913977146148682,1.782371997833252,2,,,,,,,,,,,,,,
,969,2.105388641357422,7.049598693847656,0.9583485126495361,0.00996212475001812,0.07956104725599289,2.194594621658325,2.105388641357422,2,,,,,,,,,,,,,,
,979,1.7537459135055542,6.032241344451904,0.7509291172027588,0.05057442560791969,0.08073015511035919,1.8237545490264893,1.7537459135055542,2,,,,,,,,,,,,,,
,989,1.9069575071334839,6.85347318649292,0.7914860844612122,0.04969422146677971,0.08597712963819504,2.04557728767395,1.9069575071334839,2,,,,,,,,,,,,,,
,999,1.8556771278381348,7.082511901855469,0.9293376803398132,0.014844262041151524,0.08202816545963287,1.7409623861312866,1.8556771278381348,2,,,,,,,,,,,,,,
,1009,2.039201259613037,6.9322357177734375,0.8999671936035156,0.0107685262337327,0.08252912759780884,2.1744017601013184,2.039201259613037,2,,,,,,,,,,,,,,
,1019,1.938188910484314,6.364224910736084,0.973829448223114,0.018574098125100136,0.08028289675712585,1.8112878799438477,1.938188910484314,2,,,,,,,,,,,,,,
,1029,1.8690862655639648,8.31513500213623,0.8532003164291382,0.020276840776205063,0.08180639147758484,1.9094116687774658,1.8690862655639648,2,,,,,,,,,,,,,,
,1039,1.7908220291137695,5.80194616317749,0.7711783647537231,0.017108337953686714,0.08165820688009262,1.9234123229980469,1.7908220291137695,2,,,,,,,,,,,,,,
,1049,1.9940264225006104,7.057201862335205,0.8247429132461548,0.008380565792322159,0.07753472775220871,2.2442712783813477,1.9940264225006104,2,,,,,,,,,,,,,,
,1059,1.6707103252410889,7.375749588012695,0.8472492694854736,0.011899001896381378,0.07812012732028961,1.545003890991211,1.6707103252410889,2,,,,,,,,,,,,,,
,1069,1.7592334747314453,8.141664505004883,0.8896469473838806,0.025793060660362244,0.07947482168674469,1.6081119775772095,1.7592334747314453,2,,,,,,,,,,,,,,
,1079,1.7553437948226929,7.348848819732666,0.8991525769233704,0.010891173034906387,0.08424438536167145,1.6063556671142578,1.7553437948226929,2,,,,,,,,,,,,,,
,1089,1.7655949592590332,7.30497932434082,0.8271203637123108,0.01577596738934517,0.07899292558431625,1.766404390335083,1.7655949592590332,2,,,,,,,,,,,,,,
,1099,1.8463481664657593,8.267223358154297,0.8564846515655518,0.007393461652100086,0.08243495970964432,1.8825050592422485,1.8463481664657593,2,,,,,,,,,,,,,,
,1109,1.8070008754730225,8.025015830993652,0.8659393787384033,0.010232857428491116,0.08261055499315262,1.7790467739105225,1.8070008754730225,2,,,,,,,,,,,,,,
,1119,1.7580616474151611,7.319606304168701,0.7169941067695618,0.009800841100513935,0.07931526750326157,1.9832179546356201,1.7580616474151611,2,,,,,,,,,,,,,,
,1129,1.9480900764465332,7.126598834991455,0.9015966057777405,0.015530119650065899,0.07885965704917908,1.9830671548843384,1.9480900764465332,2,,,,,,,,,,,,,,
,1139,1.838032841682434,7.708456516265869,0.8050795197486877,0.010542008094489574,0.08341964334249496,1.9614028930664062,1.838032841682434,2,,,,,,,,,,,,,,
,1149,2.030642032623291,6.514067649841309,0.8676875233650208,0.013981467112898827,0.08185060322284698,2.2160956859588623,2.030642032623291,2,,,,,,,,,,,,,,
,1159,1.8263490200042725,8.171865463256836,0.9610853791236877,0.04982546716928482,0.08583062887191772,1.5450454950332642,1.8263490200042725,2,,,,,,,,,,,,,,
,1169,1.8435230255126953,7.601198673248291,0.9261589050292969,0.01142504345625639,0.0796724334359169,1.7322056293487549,1.8435230255126953,2,,,,,,,,,,,,,,
,1179,1.769379734992981,8.916242599487305,0.75657719373703,0.013516837731003761,0.08863043785095215,1.9099409580230713,1.769379734992981,2,,,,,,,,,,,,,,
,1189,1.8744089603424072,7.120487689971924,0.835608959197998,0.03532068058848381,0.08307188004255295,1.9238868951797485,1.8744089603424072,2,,,,,,,,,,,,,,
,1199,1.8121329545974731,7.978725910186768,0.9218567609786987,0.00713040865957737,0.07649586349725723,1.689795732498169,1.8121329545974731,2,,,,,,,,,,,,,,
,1209,1.793962001800537,8.027012825012207,0.8748289942741394,0.051250968128442764,0.08202892541885376,1.6537351608276367,1.793962001800537,2,,,,,,,,,,,,,,
,1219,1.812407374382019,6.700004577636719,0.8288432359695435,0.01604045182466507,0.07734256237745285,1.8577048778533936,1.812407374382019,2,,,,,,,,,,,,,,
,1229,1.815687656402588,7.29744291305542,0.846477746963501,0.05712515488266945,0.08263403177261353,1.7415355443954468,1.815687656402588,2,,,,,,,,,,,,,,
,1239,1.9960803985595703,6.569007396697998,1.0245548486709595,0.006262562237679958,0.08170019090175629,1.8488260507583618,1.9960803985595703,2,,,,,,,,,,,,,,
,1249,1.6906652450561523,7.524410724639893,0.8639250993728638,0.013319231569766998,0.07851160317659378,1.548330307006836,1.6906652450561523,2,,,,,,,,,,,,,,
,1259,1.5028440952301025,7.154443740844727,0.7403071522712708,0.010084521025419235,0.07930339872837067,1.425601601600647,1.5028440952301025,2,,,,,,,,,,,,,,
,1269,1.9289518594741821,8.48018741607666,0.9543399214744568,0.01215565949678421,0.081755131483078,1.8431575298309326,1.9289518594741821,2,,,,,,,,,,,,,,
,1279,1.8751671314239502,7.63627815246582,0.9076771140098572,0.006647382862865925,0.08245626091957092,1.8392289876937866,1.8751671314239502,2,,,,,,,,,,,,,,
,1289,1.8602800369262695,8.30416488647461,0.8495011925697327,0.011692310683429241,0.08138898015022278,1.9167842864990234,1.8602800369262695,2,,,,,,,,,,,,,,
,1299,1.7682180404663086,7.01221227645874,0.8733944296836853,0.007672711741179228,0.07940429449081421,1.6948974132537842,1.7682180404663086,2,,,,,,,,,,,,,,
,1309,1.8100054264068604,7.9318389892578125,1.0229671001434326,0.006430942099541426,0.08185578882694244,1.4793589115142822,1.8100054264068604,2,,,,,,,,,,,,,,
,1319,1.7826125621795654,7.396214962005615,0.8103327751159668,0.008823956362903118,0.08057834953069687,1.8463332653045654,1.7826125621795654,2,,,,,,,,,,,,,,
,1329,1.813709020614624,7.661169052124023,0.8935158252716064,0.011761424131691456,0.08045203238725662,1.7364113330841064,1.813709020614624,2,,,,,,,,,,,,,,
,1339,1.7817962169647217,8.490704536437988,0.8742349147796631,0.00854481291025877,0.08089152723550797,1.7171415090560913,1.7817962169647217,2,,,,,,,,,,,,,,
,1349,1.8985406160354614,6.806492328643799,0.8227039575576782,0.011669076979160309,0.07737147063016891,2.0509636402130127,1.8985406160354614,2,,,,,,,,,,,,,,
,1359,1.837078332901001,7.730719089508057,0.9421476721763611,0.008769632317125797,0.08472399413585663,1.6875979900360107,1.837078332901001,2,,,,,,,,,,,,,,
,1369,1.838021159172058,7.605977535247803,0.8927882313728333,0.025493387132883072,0.08082662522792816,1.7586524486541748,1.838021159172058,2,,,,,,,,,,,,,,
,1379,1.8211463689804077,6.940998554229736,0.8915379047393799,0.010810778476297855,0.08342514932155609,1.7541701793670654,1.8211463689804077,2,,,,,,,,,,,,,,
,1389,1.6846482753753662,7.161574363708496,0.8626791834831238,0.010398037731647491,0.08047647774219513,1.5426656007766724,1.6846482753753662,2,,,,,,,,,,,,,,
,1399,2.005777597427368,7.583197593688965,0.9062148332595825,0.02542945183813572,0.08209513127803802,2.066171646118164,2.005777597427368,2,,,,,,,,,,,,,,
,1409,1.784855604171753,7.005764484405518,0.8047651052474976,0.012859889306128025,0.08233936876058578,1.8521217107772827,1.784855604171753,2,,,,,,,,,,,,,,
,1419,1.9635465145111084,7.708813190460205,0.7871025204658508,0.010824075900018215,0.08291934430599213,2.2483203411102295,1.9635465145111084,2,,,,,,,,,,,,,,
,1421,,,,,,,,2,1.8095388412475586,7.49027681350708,0.8537352085113525,0.014809248968958855,0.08147413283586502,1.8005138635635376,1.8095388412475586,,,,,,,
9.999120644285005e-05,1422,,,,,,,,,,,,,,,,,,,,,,
,1429,1.6572601795196533,7.840859413146973,0.7404299974441528,0.013963684439659119,0.08024848252534866,1.7254846096038818,1.6572601795196533,3,,,,,,,,,,,,,,
,1439,1.550959825515747,6.9781365394592285,0.7979281544685364,0.0078847361728549,0.07933958619832993,1.4109543561935425,1.550959825515747,3,,,,,,,,,,,,,,
,1449,1.9712297916412354,7.649428367614746,0.9102219343185425,0.007175873965024948,0.07923449575901031,2.0284295082092285,1.9712297916412354,3,,,,,,,,,,,,,,
,1459,1.6614015102386475,8.42589282989502,0.9023925065994263,0.007220722734928131,0.08346114307641983,1.4201154708862305,1.6614015102386475,3,,,,,,,,,,,,,,
,1469,1.8981711864471436,7.231377601623535,1.0228309631347656,0.007108375895768404,0.07779780775308609,1.6586658954620361,1.8981711864471436,3,,,,,,,,,,,,,,
,1479,1.5667933225631714,6.375624179840088,0.7664674520492554,0.010394059121608734,0.0792994573712349,1.5005642175674438,1.5667933225631714,3,,,,,,,,,,,,,,
,1489,1.89280366897583,7.53776216506958,0.8639273643493652,0.008685817942023277,0.08171464502811432,1.958666205406189,1.89280366897583,3,,,,,,,,,,,,,,
,1499,1.8870046138763428,7.390372276306152,0.8319704532623291,0.010676467791199684,0.0831790417432785,2.0055365562438965,1.8870046138763428,3,,,,,,,,,,,,,,
,1509,1.5457731485366821,7.732942581176758,0.8109627962112427,0.02790076658129692,0.08087686449289322,1.3329423666000366,1.5457731485366821,3,,,,,,,,,,,,,,
,1519,1.7541794776916504,7.16472864151001,0.7709338665008545,0.01580330915749073,0.08278826624155045,1.8520961999893188,1.7541794776916504,3,,,,,,,,,,,,,,
,1529,1.8840152025222778,6.917134761810303,0.924567461013794,0.008797001093626022,0.08063993602991104,1.8206615447998047,1.8840152025222778,3,,,,,,,,,,,,,,
,1539,1.8246599435806274,6.95113468170166,0.7951717972755432,0.0076490226201713085,0.08145786076784134,1.9622204303741455,1.8246599435806274,3,,,,,,,,,,,,,,
,1549,1.7310633659362793,7.2442169189453125,0.933422863483429,0.02073194459080696,0.08227506279945374,1.4715420007705688,1.7310633659362793,3,,,,,,,,,,,,,,
,1559,1.6536149978637695,7.139575481414795,0.9115127921104431,0.008684667758643627,0.07929448038339615,1.3875404596328735,1.6536149978637695,3,,,,,,,,,,,,,,
,1569,1.5976448059082031,6.703320026397705,0.7337779402732849,0.032176315784454346,0.07941257208585739,1.5839684009552002,1.5976448059082031,3,,,,,,,,,,,,,,
,1579,1.5195872783660889,7.036263942718506,0.6689274907112122,0.02408541738986969,0.078370101749897,1.5747787952423096,1.5195872783660889,3,,,,,,,,,,,,,,
,1589,1.7823002338409424,7.992307186126709,0.7877082228660583,0.030691614374518394,0.08155621588230133,1.84624445438385,1.7823002338409424,3,,,,,,,,,,,,,,
,1599,1.8212825059890747,7.941379070281982,0.8984233140945435,0.006460970733314753,0.08213669061660767,1.750659704208374,1.8212825059890747,3,,,,,,,,,,,,,,
,1609,1.7145953178405762,7.007632732391357,0.8137471675872803,0.015387660823762417,0.08212163299322128,1.688799262046814,1.7145953178405762,3,,,,,,,,,,,,,,
,1619,1.681861400604248,6.834539413452148,0.8504306077957153,0.00781146390363574,0.07967675477266312,1.5675619840621948,1.681861400604248,3,,,,,,,,,,,,,,
,1629,1.621351957321167,9.208052635192871,0.8283365964889526,0.008918426930904388,0.0793992131948471,1.4887945652008057,1.621351957321167,3,,,,,,,,,,,,,,
,1639,1.8212525844573975,8.453363418579102,0.920044481754303,0.01596641354262829,0.08096165210008621,1.6895217895507812,1.8212525844573975,3,,,,,,,,,,,,,,
