lr-Adam,step,train_loss_step,lattice_loss_step,coord_loss_step,epoch,val_loss,val_lattice_loss,val_coord_loss,train_loss_epoch,lattice_loss_epoch,coord_loss_epoch
2.6653193131965096e-05,109972,,,,,,,,,,
2.530244992035663e-05,109972,,,,,,,,,,
,109979,0.8013446927070618,0.2579612135887146,0.5433834791183472,265,,,,,,
,109989,1.1722935438156128,0.6972274780273438,0.47506609559059143,265,,,,,,
,109999,0.8406835198402405,0.4112192392349243,0.42946428060531616,265,,,,,,
,110009,0.8872408866882324,0.3942670226097107,0.4929738938808441,265,,,,,,
,110019,0.8661441802978516,0.44287222623825073,0.42327195405960083,265,,,,,,
,110029,0.6917694807052612,0.37400150299072266,0.3177679479122162,265,,,,,,
,110039,0.8883746266365051,0.47151029109954834,0.4168643355369568,265,,,,,,
,110049,0.8871943950653076,0.46144917607307434,0.4257451891899109,265,,,,,,
,110059,0.9416645169258118,0.47181934118270874,0.469845175743103,265,,,,,,
,110069,0.8310511112213135,0.3478541672229767,0.4831969141960144,265,,,,,,
,110079,0.7628640532493591,0.4024197459220886,0.3604443073272705,265,,,,,,
,110089,0.8369112014770508,0.4229968190193176,0.41391438245773315,265,,,,,,
,110099,0.8662645816802979,0.5132808089256287,0.3529838025569916,265,,,,,,
,110109,0.777450442314148,0.5601162314414978,0.21733421087265015,265,,,,,,
,110119,0.6998592019081116,0.41924506425857544,0.28061413764953613,265,,,,,,
,110129,0.8362964391708374,0.4175761342048645,0.4187202751636505,265,,,,,,
,110139,0.8338667154312134,0.4181274175643921,0.4157392978668213,265,,,,,,
,110149,1.0036587715148926,0.5043758153915405,0.49928292632102966,265,,,,,,
,110159,0.921810507774353,0.4882983863353729,0.4335121214389801,265,,,,,,
,110169,0.7822892665863037,0.36844539642333984,0.4138438403606415,265,,,,,,
,110179,0.8552250862121582,0.41161400079727173,0.4436110854148865,265,,,,,,
,110189,1.0067791938781738,0.4869154095649719,0.5198638439178467,265,,,,,,
,110199,0.6949757933616638,0.41915321350097656,0.27582257986068726,265,,,,,,
,110209,0.8860996961593628,0.41098591685295105,0.47511374950408936,265,,,,,,
,110219,0.7811634540557861,0.3303897976875305,0.450773686170578,265,,,,,,
,110229,0.8467745780944824,0.4056813418865204,0.44109323620796204,265,,,,,,
,110239,0.7137240171432495,0.31406718492507935,0.39965686202049255,265,,,,,,
,110249,0.9981347322463989,0.5076721906661987,0.4904625415802002,265,,,,,,
,110259,0.8167698383331299,0.3174235224723816,0.4993462860584259,265,,,,,,
,110269,0.7048615217208862,0.36892470717430115,0.3359367847442627,265,,,,,,
,110279,1.0985920429229736,0.45771241188049316,0.6408796906471252,265,,,,,,
,110289,0.6870414018630981,0.3004791736602783,0.38656219840049744,265,,,,,,
,110299,0.7508725523948669,0.3892734944820404,0.36159905791282654,265,,,,,,
,110309,0.8415240049362183,0.45085543394088745,0.3906686007976532,265,,,,,,
,110319,0.7102785110473633,0.31314533948898315,0.3971331715583801,265,,,,,,
,110329,0.7966126203536987,0.3171846866607666,0.47942793369293213,265,,,,,,
,110339,0.7707095146179199,0.339071661233902,0.43163788318634033,265,,,,,,
,110349,0.8294949531555176,0.4715022146701813,0.3579927086830139,265,,,,,,
,110359,0.8347560167312622,0.3994213938713074,0.4353346526622772,265,,,,,,
,110369,0.7146662473678589,0.2817346751689911,0.4329315721988678,265,,,,,,
,110379,0.6320716142654419,0.3307861387729645,0.3012854754924774,265,,,,,,
,110386,,,,265,0.9271964430809021,0.5037137866020203,0.42348265647888184,,,
,110386,,,,265,,,,0.852165162563324,0.4314816892147064,0.4206830859184265
2.3976573648539666e-05,110387,,,,,,,,,,
,110389,1.048115849494934,0.5386962890625,0.5094195604324341,266,,,,,,
,110399,0.9093672633171082,0.5265047550201416,0.38286250829696655,266,,,,,,
,110409,0.7292771935462952,0.26679083704948425,0.4624863564968109,266,,,,,,
,110419,0.9130388498306274,0.4671017825603485,0.4459370970726013,266,,,,,,
,110429,0.7398286461830139,0.34533801674842834,0.39449062943458557,266,,,,,,
,110439,0.7958661317825317,0.4731414318084717,0.32272469997406006,266,,,,,,
,110449,0.7204043865203857,0.3496862053871155,0.3707181513309479,266,,,,,,
