mp_id,formula,folder_name,prim_n_atoms
mp_1196377,Ba2Fe3P2O92_,mp_1196377_Ba2Fe3P2O92__feff_Fe_site_01,108
mp_1198559,FeH14SO11_,mp_1198559_FeH14SO11__feff_Fe_site_01,108
mp_1182626,Fe6P4H17O27_,mp_1182626_Fe6P4H17O27__feff_Fe_site_01,108
mp_698854,Ba5SrNd2Fe4O15_,mp_698854_Ba5SrNd2Fe4O15__feff_Fe_site_01,108
mp_554531,Li11La12Fe3O28_,mp_554531_Li11La12Fe3O28__feff_Fe_site_01,108
mp_709074,FeH16C4NCl22_,mp_709074_FeH16C4NCl22__feff_Fe_site_01,108
mp_1199823,Na3FeC6O17_,mp_1199823_Na3FeC6O17__feff_Fe_site_01,108
mp_698793,Ba5SrLa2Fe4O15_,mp_698793_Ba5SrLa2Fe4O15__feff_Fe_site_01,108
mp_685230,Fe21HO32_,mp_685230_Fe21HO32__feff_Fe_site_01,108
mp_685232,Ti8Fe35O64_,mp_685232_Ti8Fe35O64__feff_Fe_site_01,107
mp_27081,Li7Fe4P9O32_,mp_27081_Li7Fe4P9O32__feff_Fe_site_01,104
mp_705404,Li4Fe3P4O15_,mp_705404_Li4Fe3P4O15__feff_Fe_site_01,104
mp_757351,Li2FePO42_,mp_757351_Li2FePO42__feff_Fe_site_01,104
mp_1200387,NaFePH2CO32_,mp_1200387_NaFePH2CO32__feff_Fe_site_01,104
mp_1203520,FeH12C5NCl2O5_,mp_1203520_FeH12C5NCl2O5__feff_Fe_site_01,104
mp_780594,Li2FeSO42_,mp_780594_Li2FeSO42__feff_Fe_site_01,104
mp_1225206,Fe2P4Pb3O17_,mp_1225206_Fe2P4Pb3O17__feff_Fe_site_01,104
mp_1203835,Na4Fe3P4O15_,mp_1203835_Na4Fe3P4O15__feff_Fe_site_01,104
mp_1215165,AlFe3SO76_,mp_1215165_AlFe3SO76__feff_Fe_site_01,104
mp_1220949,Na7Fe4P9O32_,mp_1220949_Na7Fe4P9O32__feff_Fe_site_01,104
mp_1213661,Fe2SO73_,mp_1213661_Fe2SO73__feff_Fe_site_01,104
mp_1197408,FeH12C6NClO22_,mp_1197408_FeH12C6NClO22__feff_Fe_site_01,104
mp_1199115,Fe2H6SO53_,mp_1199115_Fe2H6SO53__feff_Fe_site_01,104
mp_1181416,MnFeH4NF6_,mp_1181416_MnFeH4NF6__feff_Fe_site_01,104
mp_1181416,MnFeH4NF6_,mp_1181416_MnFeH4NF6__feff_Fe_site_02,104
mp_1182519,MnFeH4NF6_,mp_1182519_MnFeH4NF6__feff_Fe_site_01,104
mp_1202233,Fe2P3O3F3_,mp_1202233_Fe2P3O3F3__feff_Fe_site_01,102
mp_757427,Li3FeSi2O53_,mp_757427_Li3FeSi2O53__feff_Fe_site_01,100
mp_1173239,Sr3La7Mn9FeO30_,mp_1173239_Sr3La7Mn9FeO30__feff_Fe_site_01,100
mp_6838,Na2LiFeSi2O53_,mp_6838_Na2LiFeSi2O53__feff_Fe_site_01,100
mp_775172,Li5Sc2Fe3SiO310_,mp_775172_Li5Sc2Fe3SiO310__feff_Fe_site_01,100
mp_765285,Li3FeSi2O53_,mp_765285_Li3FeSi2O53__feff_Fe_site_01,100
mp_772312,Li2Fe2Si2O53_,mp_772312_Li2Fe2Si2O53__feff_Fe_site_01,100
mp_695491,Na3Ca2Fe5SiO310_,mp_695491_Na3Ca2Fe5SiO310__feff_Fe_site_01,100
mp_695057,Sr8Nd2Fe5MoO65_,mp_695057_Sr8Nd2Fe5MoO65__feff_Fe_site_01,100
mp_775304,Na9LiFe10SiO320_,mp_775304_Na9LiFe10SiO320__feff_Fe_site_01,100
mp_778185,Li2FeH8SO62_,mp_778185_Li2FeH8SO62__feff_Fe_site_01,100
mp_1205279,K3FeC2O53_,mp_1205279_K3FeC2O53__feff_Fe_site_01,100
mp_1212653,K3FeH3CO26_,mp_1212653_K3FeH3CO26__feff_Fe_site_01,100
mp_1101479,NaLi9Fe10SiO320_,mp_1101479_NaLi9Fe10SiO320__feff_Fe_site_01,100
mp_775329,Na3Li2Fe5SiO310_,mp_775329_Na3Li2Fe5SiO310__feff_Fe_site_01,100
mp_777799,Li3FeSi2O53_,mp_777799_Li3FeSi2O53__feff_Fe_site_01,100
mp_1205475,FeH10S2NO11_,mp_1205475_FeH10S2NO11__feff_Fe_site_01,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_95,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_96,100
mp_16283,KNa2Li3Fe2Si2O56_,mp_16283_KNa2Li3Fe2Si2O56__feff_Fe_site_01,100
mp_23881,Fe2P2H9NO11_,mp_23881_Fe2P2H9NO11__feff_Fe_site_01,100
mp_1173281,Sr2FeMoO6_,mp_1173281_Sr2FeMoO6__feff_Fe_site_01,100
mp_1173282,Sr2FeMoO6_,mp_1173282_Sr2FeMoO6__feff_Fe_site_01,100
mp_746791,FeH10S2NO11_,mp_746791_FeH10S2NO11__feff_Fe_site_01,100
mp_542146,K2FeH8SO62_,mp_542146_K2FeH8SO62__feff_Fe_site_01,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_14,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_13,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_12,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_11,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_10,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_09,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_08,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_07,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_20,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_19,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_18,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_17,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_16,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_15,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_46,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_45,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_44,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_43,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_42,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_41,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_40,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_39,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_38,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_37,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_06,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_05,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_04,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_03,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_02,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_01,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_30,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_29,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_28,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_27,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_26,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_25,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_24,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_23,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_22,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_21,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_53,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_54,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_55,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_56,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_57,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_58,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_59,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_60,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_61,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_62,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_31,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_32,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_33,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_34,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_35,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_36,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_69,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_70,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_71,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_72,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_52,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_51,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_50,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_49,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_76,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_75,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_74,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_73,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_48,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_47,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_78,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_77,100
mp_1199758,FeH8N3O13_,mp_1199758_FeH8N3O13__feff_Fe_site_01,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_92,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_91,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_90,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_64,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_63,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_94,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_93,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_65,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_66,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_67,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_68,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_87,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_88,100
mp_1196332,Fe2H10S2O11_,mp_1196332_Fe2H10S2O11__feff_Fe_site_01,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_89,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_82,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_81,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_84,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_83,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_85,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_86,100
mp_746739,SrFe3P4HO16_,mp_746739_SrFe3P4HO16__feff_Fe_site_01,100
mp_744266,Sr20Fe3Co7MoO610_,mp_744266_Sr20Fe3Co7MoO610__feff_Fe_site_01,100
mp_720248,Na9CaFe10SiO320_,mp_720248_Na9CaFe10SiO320__feff_Fe_site_01,100
mp_743819,Ca10Ti8NbFeO30_,mp_743819_Ca10Ti8NbFeO30__feff_Fe_site_01,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_79,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_80,100
mp_1266607,Y5Be6Fe3SiO56_,mp_1266607_Y5Be6Fe3SiO56__feff_Fe_site_01,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_99,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_98,100
mp_1245108,Fe,mp_1245108_Fe_feff_Fe_site_97,100
mp_1200159,MgFe4H42S3O232_,mp_1200159_MgFe4H42S3O232__feff_Fe_site_01,99
mp_775293,Na9Fe10SiO320_,mp_775293_Na9Fe10SiO320__feff_Fe_site_01,99
mp_531674,Al2FeO4_,mp_531674_Al2FeO4__feff_Fe_site_01,98
mp_1200723,FeH24C2S2N3O72_,mp_1200723_FeH24C2S2N3O72__feff_Fe_site_01,98
mp_1265318,Y4Be6Fe3SiO56_,mp_1265318_Y4Be6Fe3SiO56__feff_Fe_site_01,98
mp_554093,Li9Fe3P8O29_,mp_554093_Li9Fe3P8O29__feff_Fe_site_01,98
mp_1213446,K2Fe3S3O192_,mp_1213446_K2Fe3S3O192__feff_Fe_site_01,98
mp_697817,Na2Sr6ZnFe6F34,mp_697817_Na2Sr6ZnFe6F34_feff_Fe_site_06,98
mp_697817,Na2Sr6ZnFe6F34,mp_697817_Na2Sr6ZnFe6F34_feff_Fe_site_03,98
mp_697817,Na2Sr6ZnFe6F34,mp_697817_Na2Sr6ZnFe6F34_feff_Fe_site_04,98
mp_697817,Na2Sr6ZnFe6F34,mp_697817_Na2Sr6ZnFe6F34_feff_Fe_site_07,98
mp_697817,Na2Sr6ZnFe6F34,mp_697817_Na2Sr6ZnFe6F34_feff_Fe_site_08,98
mp_697817,Na2Sr6ZnFe6F34,mp_697817_Na2Sr6ZnFe6F34_feff_Fe_site_11,98
mp_697817,Na2Sr6ZnFe6F34,mp_697817_Na2Sr6ZnFe6F34_feff_Fe_site_09,98
mp_697817,Na2Sr6ZnFe6F34,mp_697817_Na2Sr6ZnFe6F34_feff_Fe_site_05,98
mp_697817,Na2Sr6ZnFe6F34,mp_697817_Na2Sr6ZnFe6F34_feff_Fe_site_01,98
mp_697817,Na2Sr6ZnFe6F34,mp_697817_Na2Sr6ZnFe6F34_feff_Fe_site_12,98
mp_685663,MgFeO22_,mp_685663_MgFeO22__feff_Fe_site_01,98
mp_697817,Na2Sr6ZnFe6F34,mp_697817_Na2Sr6ZnFe6F34_feff_Fe_site_10,98
mp_1178317,Fe39Si3O56_,mp_1178317_Fe39Si3O56__feff_Fe_site_01,98
mp_1197596,Ce33Fe13B9C172_,mp_1197596_Ce33Fe13B9C172__feff_Fe_site_01,98
mp_1197596,Ce33Fe13B9C172_,mp_1197596_Ce33Fe13B9C172__feff_Fe_site_02,98
mp_761065,Na9Fe3P8O29_,mp_761065_Na9Fe3P8O29__feff_Fe_site_01,98
mp_697817,Na2Sr6ZnFe6F34,mp_697817_Na2Sr6ZnFe6F34_feff_Fe_site_02,98
mp_685444,Mg11Fe15O282_,mp_685444_Mg11Fe15O282__feff_Fe_site_01,97
mp_1653877,Sr6Ti3FeO14_,mp_1653877_Sr6Ti3FeO14__feff_Fe_site_01,96
mp_1245691,VFe7N4_,mp_1245691_VFe7N4__feff_Fe_site_03,96
mp_780575,Na2FeSi2O53_,mp_780575_Na2FeSi2O53__feff_Fe_site_01,96
mp_1176384,Na3Fe5SiO310_,mp_1176384_Na3Fe5SiO310__feff_Fe_site_01,96
mp_818474,NaFe2Si2O53_,mp_818474_NaFe2Si2O53__feff_Fe_site_01,96
mp_1228814,Ca8ScFe7SiO320_,mp_1228814_Ca8ScFe7SiO320__feff_Fe_site_01,96
mp_581085,Na7Sr2Fe7F32,mp_581085_Na7Sr2Fe7F32_feff_Fe_site_02,96
mp_1182789,FeCl3,mp_1182789_FeCl3_feff_Fe_site_08,96
mp_1182789,FeCl3,mp_1182789_FeCl3_feff_Fe_site_12,96
mp_1204574,Fe3P8O37_,mp_1204574_Fe3P8O37__feff_Fe_site_01,96
mp_648633,Fe3C10SO10_,mp_648633_Fe3C10SO10__feff_Fe_site_01,96
mp_650954,LaFe5GeO53_,mp_650954_LaFe5GeO53__feff_Fe_site_01,96
mp_1178900,YFe2,mp_1178900_YFe2_feff_Fe_site_01,96
mp_772539,Li2FeP2O7_,mp_772539_Li2FeP2O7__feff_Fe_site_01,96
mp_600221,FeH14C3Br3NO2_,mp_600221_FeH14C3Br3NO2__feff_Fe_site_01,96
mp_1245691,VFe7N4_,mp_1245691_VFe7N4__feff_Fe_site_01,96
mp_543041,FeAsH2O32_,mp_543041_FeAsH2O32__feff_Fe_site_01,96
mp_1245691,VFe7N4_,mp_1245691_VFe7N4__feff_Fe_site_02,96
mp_780523,LiFeSO42_,mp_780523_LiFeSO42__feff_Fe_site_01,96
mp_781672,LiFeH8SO62_,mp_781672_LiFeH8SO62__feff_Fe_site_01,96
mp_783910,LiFeBO3_,mp_783910_LiFeBO3__feff_Fe_site_01,96
mp_541423,FePH4NO4F_,mp_541423_FePH4NO4F__feff_Fe_site_01,96
mp_1261131,Li2Fe2SiO33_,mp_1261131_Li2Fe2SiO33__feff_Fe_site_01,96
mp_557398,CaFeSbAs2O7_,mp_557398_CaFeSbAs2O7__feff_Fe_site_01,96
mp_561135,Fe3B7IO13_,mp_561135_Fe3B7IO13__feff_Fe_site_01,96
mp_581085,Na7Sr2Fe7F32,mp_581085_Na7Sr2Fe7F32_feff_Fe_site_01,96
mp_775303,Li2FeSi2O53_,mp_775303_Li2FeSi2O53__feff_Fe_site_01,96
mp_1245691,VFe7N4_,mp_1245691_VFe7N4__feff_Fe_site_04,96
mp_1245691,VFe7N4_,mp_1245691_VFe7N4__feff_Fe_site_05,96
mp_705390,Li3Fe4P9O32_,mp_705390_Li3Fe4P9O32__feff_Fe_site_01,96
mp_863008,Fe2B3H7CO6_,mp_863008_Fe2B3H7CO6__feff_Fe_site_01,96
mp_861716,Li2Fe2SiO33_,mp_861716_Li2Fe2SiO33__feff_Fe_site_01,96
mp_1196381,Na2FeH7SO62_,mp_1196381_Na2FeH7SO62__feff_Fe_site_01,96
mp_1197292,Fe4P3H4NO12_,mp_1197292_Fe4P3H4NO12__feff_Fe_site_01,96
mp_1182789,FeCl3,mp_1182789_FeCl3_feff_Fe_site_05,96
mp_849403,Li2Fe5F17,mp_849403_Li2Fe5F17_feff_Fe_site_01,96
mp_1204736,Ca2Fe6Se9Cl4O27_,mp_1204736_Ca2Fe6Se9Cl4O27__feff_Fe_site_01,96
mp_1182789,FeCl3,mp_1182789_FeCl3_feff_Fe_site_10,96
mp_1214299,CaAlFe3O7_,mp_1214299_CaAlFe3O7__feff_Fe_site_01,96
mp_1178900,YFe2,mp_1178900_YFe2_feff_Fe_site_04,96
mp_1225460,FeH9SO62_,mp_1225460_FeH9SO62__feff_Fe_site_01,96
mp_1178900,YFe2,mp_1178900_YFe2_feff_Fe_site_03,96
mp_1182789,FeCl3,mp_1182789_FeCl3_feff_Fe_site_11,96
mp_1178900,YFe2,mp_1178900_YFe2_feff_Fe_site_02,96
mp_1178900,YFe2,mp_1178900_YFe2_feff_Fe_site_05,96
mp_510510,FePH2O32_,mp_510510_FePH2O32__feff_Fe_site_01,96
mp_705201,FePO4_,mp_705201_FePO4__feff_Fe_site_01,96
mp_849403,Li2Fe5F17,mp_849403_Li2Fe5F17_feff_Fe_site_02,96
mp_849623,Li2FeP2O7_,mp_849623_Li2FeP2O7__feff_Fe_site_01,96
mp_704299,FePO4_,mp_704299_FePO4__feff_Fe_site_01,96
mp_1182789,FeCl3,mp_1182789_FeCl3_feff_Fe_site_06,96
mp_704545,Fe3C10SeO10_,mp_704545_Fe3C10SeO10__feff_Fe_site_01,96
mp_581085,Na7Sr2Fe7F32,mp_581085_Na7Sr2Fe7F32_feff_Fe_site_03,96
mp_1182789,FeCl3,mp_1182789_FeCl3_feff_Fe_site_01,96
mp_1211025,NaFeBP2O11_,mp_1211025_NaFeBP2O11__feff_Fe_site_01,96
mp_1182789,FeCl3,mp_1182789_FeCl3_feff_Fe_site_03,96
mp_1182789,FeCl3,mp_1182789_FeCl3_feff_Fe_site_07,96
mp_1182789,FeCl3,mp_1182789_FeCl3_feff_Fe_site_04,96
mp_1182789,FeCl3,mp_1182789_FeCl3_feff_Fe_site_02,96
mp_1182789,FeCl3,mp_1182789_FeCl3_feff_Fe_site_09,96
mp_849403,Li2Fe5F17,mp_849403_Li2Fe5F17_feff_Fe_site_03,96
mp_1221829,Na22CaFe6P12O8F6_,mp_1221829_Na22CaFe6P12O8F6__feff_Fe_site_01,95
mp_773104,Sr24Fe16O55_,mp_773104_Sr24Fe16O55__feff_Fe_site_01,95
mp_1221052,Na7Fe7P6O8F3_,mp_1221052_Na7Fe7P6O8F3__feff_Fe_site_01,94
mp_705431,Li6Fe5P2O74_,mp_705431_Li6Fe5P2O74__feff_Fe_site_01,94
mp_760108,Li7Fe7P6O8F3_,mp_760108_Li7Fe7P6O8F3__feff_Fe_site_01,94
mp_1177031,Li7Fe4P2O74_,mp_1177031_Li7Fe4P2O74__feff_Fe_site_01,94
mp_1176933,Li7Fe4P2O74_,mp_1176933_Li7Fe4P2O74__feff_Fe_site_01,94
mp_765020,Sr24Fe16O53_,mp_765020_Sr24Fe16O53__feff_Fe_site_01,93
mp_1195414,MnBe2Fe2P2O112_,mp_1195414_MnBe2Fe2P2O112__feff_Fe_site_01,93
mp_566548,BaFe2O39_,mp_566548_BaFe2O39__feff_Fe_site_01,92
mp_1177735,Li3Fe2P2O72_,mp_1177735_Li3Fe2P2O72__feff_Fe_site_01,92
mp_1259854,Al2Fe3PO53_,mp_1259854_Al2Fe3PO53__feff_Fe_site_01,92
mp_26221,Li6Fe3P8O29_,mp_26221_Li6Fe3P8O29__feff_Fe_site_01,92
mp_775750,LiFeSi2O53_,mp_775750_LiFeSi2O53__feff_Fe_site_01,92
mp_1177017,Li6Fe3P8O29_,mp_1177017_Li6Fe3P8O29__feff_Fe_site_01,92
mp_1199199,Rb3FeMo4O15_,mp_1199199_Rb3FeMo4O15__feff_Fe_site_01,92
mp_1204423,FeH9C4NO23_,mp_1204423_FeH9C4NO23__feff_Fe_site_01,92
mp_1181219,K3FeMo4O15_,mp_1181219_K3FeMo4O15__feff_Fe_site_01,92
mp_1208968,SrZn2Fe16O27_,mp_1208968_SrZn2Fe16O27__feff_Fe_site_01,92
mp_1212917,Fe2H10Cl6O5_,mp_1212917_Fe2H10Cl6O5__feff_Fe_site_01,92
mp_705381,LiFe3P4O15_,mp_705381_LiFe3P4O15__feff_Fe_site_01,92
mp_1199975,Cs3FeMo4O15_,mp_1199975_Cs3FeMo4O15__feff_Fe_site_01,92
mp_1198664,Cs3CaFeP2O72_,mp_1198664_Cs3CaFeP2O72__feff_Fe_site_01,92
mp_849506,Li3Fe2P2O72_,mp_849506_Li3Fe2P2O72__feff_Fe_site_01,92
mp_650518,Ca4YFe5O13_,mp_650518_Ca4YFe5O13__feff_Fe_site_01,92
mp_1177912,Li3Fe2P2O72_,mp_1177912_Li3Fe2P2O72__feff_Fe_site_01,92
mp_1225422,Fe5Bi4O13F_,mp_1225422_Fe5Bi4O13F__feff_Fe_site_01,92
mp_759501,Li4Fe2Si4O13_,mp_759501_Li4Fe2Si4O13__feff_Fe_site_01,92
mp_1220973,Na5Fe3Ag2As2O74_,mp_1220973_Na5Fe3Ag2As2O74__feff_Fe_site_01,92
mp_555589,Fe2Se2O53_,mp_555589_Fe2Se2O53__feff_Fe_site_01,92
mp_27102,Fe4P9O32_,mp_27102_Fe4P9O32__feff_Fe_site_01,90
mp_1176724,LiFeF3,mp_1176724_LiFeF3_feff_Fe_site_07,90
mp_1177159,Li5Fe4P2O74_,mp_1177159_Li5Fe4P2O74__feff_Fe_site_01,90
mp_1176821,Li9Fe4BO38_,mp_1176821_Li9Fe4BO38__feff_Fe_site_01,90
mp_1177154,Li5Fe4P2O74_,mp_1177154_Li5Fe4P2O74__feff_Fe_site_01,90
mp_1176724,LiFeF3,mp_1176724_LiFeF3_feff_Fe_site_04,90
mp_1176724,LiFeF3,mp_1176724_LiFeF3_feff_Fe_site_06,90
mp_1176724,LiFeF3,mp_1176724_LiFeF3_feff_Fe_site_08,90
mp_1176724,LiFeF3,mp_1176724_LiFeF3_feff_Fe_site_05,90
mp_1176724,LiFeF3,mp_1176724_LiFeF3_feff_Fe_site_03,90
mp_849560,Li5Fe4P2O74_,mp_849560_Li5Fe4P2O74__feff_Fe_site_01,90
mp_849564,Li5Fe4P2O74_,mp_849564_Li5Fe4P2O74__feff_Fe_site_01,90
mp_849563,Li5Fe4P2O74_,mp_849563_Li5Fe4P2O74__feff_Fe_site_01,90
mp_849492,Li5Fe4P2O74_,mp_849492_Li5Fe4P2O74__feff_Fe_site_01,90
mp_650392,FeSiO3_,mp_650392_FeSiO3__feff_Fe_site_01,90
mp_1176724,LiFeF3,mp_1176724_LiFeF3_feff_Fe_site_01,90
mp_1176724,LiFeF3,mp_1176724_LiFeF3_feff_Fe_site_09,90
mp_1176724,LiFeF3,mp_1176724_LiFeF3_feff_Fe_site_02,90
mp_1177390,Li5Fe4P2O74_,mp_1177390_Li5Fe4P2O74__feff_Fe_site_01,90
mp_1213402,FeBP2O11_,mp_1213402_FeBP2O11__feff_Fe_site_01,90
mp_1210323,NaAl5FeP4H5O122_,mp_1210323_NaAl5FeP4H5O122__feff_Fe_site_01,90
mp_557221,Na2FeCoF7,mp_557221_Na2FeCoF7_feff_Fe_site_02,88
mp_565968,Na2FeCuF7,mp_565968_Na2FeCuF7_feff_Fe_site_03,88
mp_557221,Na2FeCoF7,mp_557221_Na2FeCoF7_feff_Fe_site_03,88
mp_559629,FeH12C2N2F5_,mp_559629_FeH12C2N2F5__feff_Fe_site_01,88
mp_565968,Na2FeCuF7,mp_565968_Na2FeCuF7_feff_Fe_site_01,88
mp_1101558,Fe3P4O15_,mp_1101558_Fe3P4O15__feff_Fe_site_01,88
mp_782726,LiFeP2O7_,mp_782726_LiFeP2O7__feff_Fe_site_01,88
mp_849555,LiFeP2O7_,mp_849555_LiFeP2O7__feff_Fe_site_01,88
mp_831266,LiFeP2O7_,mp_831266_LiFeP2O7__feff_Fe_site_01,88
mp_863392,LiFeSi3O72_,mp_863392_LiFeSi3O72__feff_Fe_site_01,88
mp_565968,Na2FeCuF7,mp_565968_Na2FeCuF7_feff_Fe_site_02,88
mp_568396,BaFeBr42,mp_568396_BaFeBr42_feff_Fe_site_01,88
mp_567605,CeTl5Fe2NO212_,mp_567605_CeTl5Fe2NO212__feff_Fe_site_01,88
mp_568396,BaFeBr42,mp_568396_BaFeBr42_feff_Fe_site_02,88
mp_1176772,LiFeP2O7_,mp_1176772_LiFeP2O7__feff_Fe_site_01,88
mp_1177302,Li5Fe2PO43_,mp_1177302_Li5Fe2PO43__feff_Fe_site_01,88
mp_15548,Na2ZnFeF7,mp_15548_Na2ZnFeF7_feff_Fe_site_03,88
mp_15548,Na2ZnFeF7,mp_15548_Na2ZnFeF7_feff_Fe_site_01,88
mp_15548,Na2ZnFeF7,mp_15548_Na2ZnFeF7_feff_Fe_site_02,88
mp_1338518,CaFe2CoO7_,mp_1338518_CaFe2CoO7__feff_Fe_site_01,88
mp_1336629,ZnFe2CoO7_,mp_1336629_ZnFe2CoO7__feff_Fe_site_01,88
mp_1182551,Fe3P2H6O11_,mp_1182551_Fe3P2H6O11__feff_Fe_site_01,88
mp_720286,Fe3P2H6O11_,mp_720286_Fe3P2H6O11__feff_Fe_site_01,88
mp_1203434,Na2Fe2F7,mp_1203434_Na2Fe2F7_feff_Fe_site_04,88
