folder_name,folder_path,mp_id,formula,site_nn,has_chi1,has_xmu,has_poscar,chi_diff_std,chi_zero_cross,chi1_valid,chi1_reason,xmu_valid,xmu_reason
mp_1076408_BaSr7Mn2FeO46__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1076408_BaSr7Mn2FeO46__feff_Fe_site_01,mp_1076408,BaSr7Mn2FeO46_,01,True,True,True,0.07444807527710948,35,True,ok,True,ok
mp_1076409_Sr8MnFe7O20__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1076409_Sr8MnFe7O20__feff_Fe_site_01,mp_1076409,Sr8MnFe7O20_,01,True,True,True,0.050053611754503305,32,True,ok,True,ok
mp_1076410_Sr2Ca2MnFeO43__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1076410_Sr2Ca2MnFeO43__feff_Fe_site_01,mp_1076410,Sr2Ca2MnFeO43_,01,True,True,True,0.06790058472682542,37,True,ok,True,ok
mp_1076424_Sr3CaFeO34__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1076424_Sr3CaFeO34__feff_Fe_site_01,mp_1076424,Sr3CaFeO34_,01,True,True,True,0.080356982107563,37,True,ok,True,ok
mp_1076428_Sr5Ca3Fe4CoO54__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1076428_Sr5Ca3Fe4CoO54__feff_Fe_site_01,mp_1076428,Sr5Ca3Fe4CoO54_,01,True,True,True,0.04158591095424364,25,True,ok,True,ok
mp_1076444_Sr2Ca2MnFe3O10__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1076444_Sr2Ca2MnFe3O10__feff_Fe_site_01,mp_1076444,Sr2Ca2MnFe3O10_,01,True,True,True,0.046992057047898134,31,True,ok,True,ok
mp_1076445_Sr8MnFe7O24__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1076445_Sr8MnFe7O24__feff_Fe_site_01,mp_1076445,Sr8MnFe7O24_,01,True,True,True,0.08097507580084455,37,True,ok,True,ok
mp_1076449_SrCa7Mn7FeO20__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1076449_SrCa7Mn7FeO20__feff_Fe_site_01,mp_1076449,SrCa7Mn7FeO20_,01,True,True,True,0.05128917119365155,35,True,ok,True,ok
mp_1076450_Sr3Ca5Mn4FeO54__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1076450_Sr3Ca5Mn4FeO54__feff_Fe_site_01,mp_1076450,Sr3Ca5Mn4FeO54_,01,True,True,True,0.052733379179893174,35,True,ok,True,ok
mp_1076457_Sr6Ca2Fe5CoO83__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1076457_Sr6Ca2Fe5CoO83__feff_Fe_site_01,mp_1076457,Sr6Ca2Fe5CoO83_,01,True,True,True,0.08410628198266337,39,True,ok,True,ok
mp_1076459_La7SmCrFe7O20__feff_Fe_site_03,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1076459_La7SmCrFe7O20__feff_Fe_site_03,mp_1076459,La7SmCrFe7O20_,03,True,True,True,0.0479438570165356,34,True,ok,True,ok
mp_1076463_Sm2Fe2O5__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1076463_Sm2Fe2O5__feff_Fe_site_01,mp_1076463,Sm2Fe2O5_,01,True,True,True,0.04374083920402536,32,True,ok,True,ok
mp_1076473_BaSr7MnFe7O20__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1076473_BaSr7MnFe7O20__feff_Fe_site_01,mp_1076473,BaSr7MnFe7O20_,01,True,True,True,0.046087603003965236,35,True,ok,True,ok
mp_1076479_Sr3Ca5FeCo7O20__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1076479_Sr3Ca5FeCo7O20__feff_Fe_site_01,mp_1076479,Sr3Ca5FeCo7O20_,01,True,True,True,0.0437325790144795,29,True,ok,True,ok
mp_1076482_Sr3Ca5Mn3FeO45__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1076482_Sr3Ca5Mn3FeO45__feff_Fe_site_01,mp_1076482,Sr3Ca5Mn3FeO45_,01,True,True,True,0.05011846074911882,35,True,ok,True,ok
mp_1076487_Sr7CaMnFe7O20__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1076487_Sr7CaMnFe7O20__feff_Fe_site_01,mp_1076487,Sr7CaMnFe7O20_,01,True,True,True,0.04575644940433724,37,True,ok,True,ok
mp_1076488_Sr6Ca2Fe3CoO45__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1076488_Sr6Ca2Fe3CoO45__feff_Fe_site_01,mp_1076488,Sr6Ca2Fe3CoO45_,01,True,True,True,0.056099415497815934,33,True,ok,True,ok
mp_1076502_Sr4Ca4Fe3CoO45__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1076502_Sr4Ca4Fe3CoO45__feff_Fe_site_01,mp_1076502,Sr4Ca4Fe3CoO45_,01,True,True,True,0.04753165068820042,30,True,ok,True,ok
mp_1076516_Sr5Ca3Fe7CoO20__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1076516_Sr5Ca3Fe7CoO20__feff_Fe_site_01,mp_1076516,Sr5Ca3Fe7CoO20_,01,True,True,True,0.05420068850530154,34,True,ok,True,ok
mp_1076592_BaSr7MnFe7O24__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1076592_BaSr7MnFe7O24__feff_Fe_site_01,mp_1076592,BaSr7MnFe7O24_,01,True,True,True,0.07677639672902067,41,True,ok,True,ok
mp_1076597_Sr7CaMn2FeO46__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1076597_Sr7CaMn2FeO46__feff_Fe_site_01,mp_1076597,Sr7CaMn2FeO46_,01,True,True,True,0.07774177223440891,37,True,ok,True,ok
mp_1076601_Sr5Ca3Mn6FeO102__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1076601_Sr5Ca3Mn6FeO102__feff_Fe_site_01,mp_1076601,Sr5Ca3Mn6FeO102_,01,True,True,True,0.05060782211273655,33,True,ok,True,ok
mp_1076602_Sr3Ca5Fe4CoO64__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1076602_Sr3Ca5Fe4CoO64__feff_Fe_site_01,mp_1076602,Sr3Ca5Fe4CoO64_,01,True,True,True,0.08921840561062568,37,True,ok,True,ok
mp_1076614_Sr3Ca5Fe5Co3O20__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1076614_Sr3Ca5Fe5Co3O20__feff_Fe_site_01,mp_1076614,Sr3Ca5Fe5Co3O20_,01,True,True,True,0.050896995842937276,31,True,ok,True,ok
mp_1076626_Sr2Ca6FeCo7O24__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1076626_Sr2Ca6FeCo7O24__feff_Fe_site_01,mp_1076626,Sr2Ca6FeCo7O24_,01,True,True,True,0.07890869244614881,36,True,ok,True,ok
mp_1076631_Sr7CaFe6CoO102__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1076631_Sr7CaFe6CoO102__feff_Fe_site_01,mp_1076631,Sr7CaFe6CoO102_,01,True,True,True,0.05554538787538538,32,True,ok,True,ok
mp_1076651_Sr7CaMn3Fe5O24__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1076651_Sr7CaMn3Fe5O24__feff_Fe_site_01,mp_1076651,Sr7CaMn3Fe5O24_,01,True,True,True,0.0773074340434485,37,True,ok,True,ok
mp_1076674_Sr4Ca4Fe3Co5O24__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1076674_Sr4Ca4Fe3Co5O24__feff_Fe_site_01,mp_1076674,Sr4Ca4Fe3Co5O24_,01,True,True,True,0.07021888090780018,37,True,ok,True,ok
mp_1076747_Sr7CaFe4CoO64__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1076747_Sr7CaFe4CoO64__feff_Fe_site_01,mp_1076747,Sr7CaFe4CoO64_,01,True,True,True,0.08242260816258724,39,True,ok,True,ok
mp_1076750_Sr3Ca5Mn7FeO20__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1076750_Sr3Ca5Mn7FeO20__feff_Fe_site_01,mp_1076750,Sr3Ca5Mn7FeO20_,01,True,True,True,0.05154726006353418,37,True,ok,True,ok
mp_1076758_Sr7CaFe5Co3O20__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1076758_Sr7CaFe5Co3O20__feff_Fe_site_01,mp_1076758,Sr7CaFe5Co3O20_,01,True,True,True,0.054649299312328654,34,True,ok,True,ok
mp_1076761_Sr3CaFe2O52__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1076761_Sr3CaFe2O52__feff_Fe_site_01,mp_1076761,Sr3CaFe2O52_,01,True,True,True,0.04507061588074471,35,True,ok,True,ok
mp_1076769_Sr6Ca2Fe5Co3O20__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1076769_Sr6Ca2Fe5Co3O20__feff_Fe_site_01,mp_1076769,Sr6Ca2Fe5Co3O20_,01,True,True,True,0.05595351686466569,36,True,ok,True,ok
mp_1076796_Sr5Ca3Mn4FeO64__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1076796_Sr5Ca3Mn4FeO64__feff_Fe_site_01,mp_1076796,Sr5Ca3Mn4FeO64_,01,True,True,True,0.07180629222438327,37,True,ok,True,ok
mp_1076802_Sr3Ca5Fe5CoO83__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1076802_Sr3Ca5Fe5CoO83__feff_Fe_site_01,mp_1076802,Sr3Ca5Fe5CoO83_,01,True,True,True,0.06781986875016682,37,True,ok,True,ok
mp_1076805_Sr6Ca2Fe3Co5O24__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1076805_Sr6Ca2Fe3Co5O24__feff_Fe_site_01,mp_1076805,Sr6Ca2Fe3Co5O24_,01,True,True,True,0.07981701339725443,39,True,ok,True,ok
mp_1076829_SrCa7Fe2CoO46__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1076829_SrCa7Fe2CoO46__feff_Fe_site_01,mp_1076829,SrCa7Fe2CoO46_,01,True,True,True,0.08939119300857508,38,True,ok,True,ok
mp_1076854_Sr3Ca5Mn3Fe5O24__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1076854_Sr3Ca5Mn3Fe5O24__feff_Fe_site_01,mp_1076854,Sr3Ca5Mn3Fe5O24_,01,True,True,True,0.06497649644971744,35,True,ok,True,ok
mp_1076858_Sr7CaFe7CoO24__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1076858_Sr7CaFe7CoO24__feff_Fe_site_01,mp_1076858,Sr7CaFe7CoO24_,01,True,True,True,0.08405860309038661,37,True,ok,True,ok
mp_1076861_SrCa7FeCo7O24__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1076861_SrCa7FeCo7O24__feff_Fe_site_01,mp_1076861,SrCa7FeCo7O24_,01,True,True,True,0.07985134180387268,34,True,ok,True,ok
mp_1076862_Sr2Ca6Mn5Fe3O20__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1076862_Sr2Ca6Mn5Fe3O20__feff_Fe_site_01,mp_1076862,Sr2Ca6Mn5Fe3O20_,01,True,True,True,0.05252834093976575,33,True,ok,True,ok
mp_1076863_Ba2Fe2O5__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1076863_Ba2Fe2O5__feff_Fe_site_01,mp_1076863,Ba2Fe2O5_,01,True,True,True,0.05618411468912218,39,True,ok,True,ok
mp_1076884_Sr6Ca2Fe7CoO20__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1076884_Sr6Ca2Fe7CoO20__feff_Fe_site_01,mp_1076884,Sr6Ca2Fe7CoO20_,01,True,True,True,0.053987226462556555,32,True,ok,True,ok
mp_1076892_BaSr7Fe7CoO20__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1076892_BaSr7Fe7CoO20__feff_Fe_site_01,mp_1076892,BaSr7Fe7CoO20_,01,True,True,True,0.05221898575956339,32,True,ok,True,ok
mp_1077240_NaFeAs_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1077240_NaFeAs_feff_Fe_site_01,mp_1077240,NaFeAs,01,True,True,True,0.06265975134502942,32,True,ok,True,ok
mp_1077386_LiFeP_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1077386_LiFeP_feff_Fe_site_01,mp_1077386,LiFeP,01,True,True,True,0.0868274863321165,31,True,ok,True,ok
mp_1077617_Eu2Fe2O5__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1077617_Eu2Fe2O5__feff_Fe_site_01,mp_1077617,Eu2Fe2O5_,01,True,True,True,0.05048161772381998,33,True,ok,True,ok
mp_1077660_Sr8Fe7CoO24__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1077660_Sr8Fe7CoO24__feff_Fe_site_01,mp_1077660,Sr8Fe7CoO24_,01,True,True,True,0.08287413075503726,35,True,ok,True,ok
mp_1077667_SrCa7Mn6FeO122__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1077667_SrCa7Mn6FeO122__feff_Fe_site_01,mp_1077667,SrCa7Mn6FeO122_,01,True,True,True,0.08586904720597077,38,True,ok,True,ok
mp_1077670_Sr6Ca2Mn3Fe5O24__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1077670_Sr6Ca2Mn3Fe5O24__feff_Fe_site_01,mp_1077670,Sr6Ca2Mn3Fe5O24_,01,True,True,True,0.08635054651894997,40,True,ok,True,ok
mp_1077671_Sr6Ca2Mn5FeO83__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1077671_Sr6Ca2Mn5FeO83__feff_Fe_site_01,mp_1077671,Sr6Ca2Mn5FeO83_,01,True,True,True,0.08084366881969489,40,True,ok,True,ok
mp_1077691_SrCa7Mn6FeO102__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1077691_SrCa7Mn6FeO102__feff_Fe_site_01,mp_1077691,SrCa7Mn6FeO102_,01,True,True,True,0.048455945237101054,35,True,ok,True,ok
mp_1077708_Cr2Fe_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1077708_Cr2Fe_feff_Fe_site_01,mp_1077708,Cr2Fe,01,True,True,True,0.10549666915979307,38,True,ok,True,ok
mp_1077745_Fe2Ni_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1077745_Fe2Ni_feff_Fe_site_01,mp_1077745,Fe2Ni,01,True,True,True,0.06645443275927249,33,True,ok,True,ok
mp_1077745_Fe2Ni_feff_Fe_site_02,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1077745_Fe2Ni_feff_Fe_site_02,mp_1077745,Fe2Ni,02,True,True,True,0.06645438413262263,33,True,ok,True,ok
mp_1077745_Fe2Ni_feff_Fe_site_03,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1077745_Fe2Ni_feff_Fe_site_03,mp_1077745,Fe2Ni,03,True,True,True,0.06645438458818491,33,True,ok,True,ok
mp_1077746_TiFeH_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1077746_TiFeH_feff_Fe_site_01,mp_1077746,TiFeH,01,True,True,True,0.08517860244739923,41,True,ok,True,ok
mp_1077790_NbFe2_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1077790_NbFe2_feff_Fe_site_01,mp_1077790,NbFe2,01,True,True,True,0.12188216306921829,39,True,ok,True,ok
mp_1077790_NbFe2_feff_Fe_site_02,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1077790_NbFe2_feff_Fe_site_02,mp_1077790,NbFe2,02,True,True,True,0.12187769667744011,39,True,ok,True,ok
mp_1077790_NbFe2_feff_Fe_site_03,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1077790_NbFe2_feff_Fe_site_03,mp_1077790,NbFe2,03,True,True,True,0.12187689024252098,39,True,ok,True,ok
mp_1077808_VFeSb_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1077808_VFeSb_feff_Fe_site_01,mp_1077808,VFeSb,01,True,True,True,0.11023188521325443,36,True,ok,True,ok
mp_1077874_TmFeO22__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1077874_TmFeO22__feff_Fe_site_01,mp_1077874,TmFeO22_,01,True,True,True,0.07874027836919525,36,True,ok,True,ok
mp_1077893_BaFeSe22_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1077893_BaFeSe22_feff_Fe_site_01,mp_1077893,BaFeSe22,01,True,True,True,0.07791535322315989,31,True,ok,True,ok
mp_1077982_Tb2Fe2Si2C__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1077982_Tb2Fe2Si2C__feff_Fe_site_01,mp_1077982,Tb2Fe2Si2C_,01,True,True,True,0.09829055116592926,32,True,ok,True,ok
mp_1078015_Al2FeS4_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1078015_Al2FeS4_feff_Fe_site_01,mp_1078015,Al2FeS4,01,True,True,True,0.07325583200097538,32,True,ok,True,ok
mp_1078053_Ga2FeSe4_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1078053_Ga2FeSe4_feff_Fe_site_01,mp_1078053,Ga2FeSe4,01,True,True,True,0.08514778844916464,29,True,ok,True,ok
mp_1078098_UGa5Fe_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1078098_UGa5Fe_feff_Fe_site_01,mp_1078098,UGa5Fe,01,True,True,True,0.0880367351143245,32,True,ok,True,ok
mp_1078104_Fe2CoSe4_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1078104_Fe2CoSe4_feff_Fe_site_01,mp_1078104,Fe2CoSe4,01,True,True,True,0.07028408237452588,32,True,ok,True,ok
mp_1078113_VFeSe22_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1078113_VFeSe22_feff_Fe_site_01,mp_1078113,VFeSe22,01,True,True,True,0.04238541493400748,29,True,ok,True,ok
mp_1078132_La2FeSeO2__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1078132_La2FeSeO2__feff_Fe_site_01,mp_1078132,La2FeSeO2_,01,True,True,True,0.05794930858034929,32,True,ok,True,ok
mp_1078159_Ce2FeSeO2__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1078159_Ce2FeSeO2__feff_Fe_site_01,mp_1078159,Ce2FeSeO2_,01,True,True,True,0.055588359130443674,31,True,ok,True,ok
mp_1078162_FeRhSe22_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1078162_FeRhSe22_feff_Fe_site_01,mp_1078162,FeRhSe22,01,True,True,True,0.08670856739632314,33,True,ok,True,ok
mp_1078182_Nd2Fe2Se2O3__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1078182_Nd2Fe2Se2O3__feff_Fe_site_01,mp_1078182,Nd2Fe2Se2O3_,01,True,True,True,0.07934628557941711,33,True,ok,True,ok
mp_1078209_LiLa2FeO6__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1078209_LiLa2FeO6__feff_Fe_site_01,mp_1078209,LiLa2FeO6_,01,True,True,True,0.03943608844810227,31,True,ok,True,ok
mp_1078217_NaFeF3_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1078217_NaFeF3_feff_Fe_site_01,mp_1078217,NaFeF3,01,True,True,True,0.04246702032590251,26,True,ok,True,ok
mp_1078247_Cr2FeS4_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1078247_Cr2FeS4_feff_Fe_site_01,mp_1078247,Cr2FeS4,01,True,True,True,0.06411154457029404,36,True,ok,True,ok
mp_1078277_Mn2FeWO6__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1078277_Mn2FeWO6__feff_Fe_site_01,mp_1078277,Mn2FeWO6_,01,True,True,True,0.04769848513462629,36,True,ok,True,ok
mp_1078283_Ce2Fe2Se2O3__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1078283_Ce2Fe2Se2O3__feff_Fe_site_01,mp_1078283,Ce2Fe2Se2O3_,01,True,True,True,0.0724780016289604,30,True,ok,True,ok
mp_1078299_FeBMo2_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1078299_FeBMo2_feff_Fe_site_01,mp_1078299,FeBMo2,01,True,True,True,0.08466976782881803,30,True,ok,True,ok
mp_1078332_RbCaFeAs4_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1078332_RbCaFeAs4_feff_Fe_site_01,mp_1078332,RbCaFeAs4,01,True,True,True,0.07909040901424083,35,True,ok,True,ok
mp_1078332_RbCaFeAs4_feff_Fe_site_02,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1078332_RbCaFeAs4_feff_Fe_site_02,mp_1078332,RbCaFeAs4,02,True,True,True,0.07909040876522508,35,True,ok,True,ok
mp_1078379_FeBiS2Br_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1078379_FeBiS2Br_feff_Fe_site_01,mp_1078379,FeBiS2Br,01,True,True,True,0.08097380698759382,29,True,ok,True,ok
mp_1078379_FeBiS2Br_feff_Fe_site_02,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1078379_FeBiS2Br_feff_Fe_site_02,mp_1078379,FeBiS2Br,02,True,True,True,0.06934872628109363,32,True,ok,True,ok
mp_1078387_FeCu3S4_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1078387_FeCu3S4_feff_Fe_site_01,mp_1078387,FeCu3S4,01,True,True,True,0.09670128938599669,38,True,ok,True,ok
mp_1078415_CaFeSO__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1078415_CaFeSO__feff_Fe_site_01,mp_1078415,CaFeSO_,01,True,True,True,0.07452017338864275,41,True,ok,True,ok
mp_1078458_CrFeO3__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1078458_CrFeO3__feff_Fe_site_01,mp_1078458,CrFeO3_,01,True,True,True,0.04259547118744161,38,True,ok,True,ok
mp_1078491_LaFe2AsN__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1078491_LaFe2AsN__feff_Fe_site_01,mp_1078491,LaFe2AsN_,01,True,True,True,0.07970273594860355,29,True,ok,True,ok
mp_1078517_RbFeS2_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1078517_RbFeS2_feff_Fe_site_01,mp_1078517,RbFeS2,01,True,True,True,0.09161617598721875,33,True,ok,True,ok
mp_1078538_FeSe_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1078538_FeSe_feff_Fe_site_01,mp_1078538,FeSe,01,True,True,True,0.08180715159847951,28,True,ok,True,ok
