folder_name,folder_path,mp_id,formula,site_nn,has_chi1,has_xmu,has_poscar,chi_std,chi1_valid,chi1_reason,xmu_valid,xmu_reason
mp_1196845_Sm6TlFe13_feff_Fe_site_04,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1196845_Sm6TlFe13_feff_Fe_site_04,mp_1196845,Sm6TlFe13,04,True,True,True,0.20406402855094927,True,ok,True,ok
mp_1196848_CeGa4Fe2_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1196848_CeGa4Fe2_feff_Fe_site_01,mp_1196848,CeGa4Fe2,01,True,True,True,0.1313390983632918,True,ok,True,ok
mp_1196848_CeGa4Fe2_feff_Fe_site_02,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1196848_CeGa4Fe2_feff_Fe_site_02,mp_1196848,CeGa4Fe2,02,True,True,True,0.1446409814882481,True,ok,True,ok
mp_1196849_Fe3W10C3__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1196849_Fe3W10C3__feff_Fe_site_01,mp_1196849,Fe3W10C3_,01,True,True,True,0.1786525582964471,True,ok,True,ok
mp_1196862_Na2FeSO52__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1196862_Na2FeSO52__feff_Fe_site_01,mp_1196862,Na2FeSO52_,01,True,True,True,0.18296709720198637,True,ok,True,ok
mp_1196866_Na3FeSO43__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1196866_Na3FeSO43__feff_Fe_site_01,mp_1196866,Na3FeSO43_,01,True,True,True,0.19621257368424386,True,ok,True,ok
mp_1196909_MgFe2BO5__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1196909_MgFe2BO5__feff_Fe_site_01,mp_1196909,MgFe2BO5_,01,True,True,True,0.194648050888245,True,ok,True,ok
mp_1196925_FeH12N3OF23__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1196925_FeH12N3OF23__feff_Fe_site_01,mp_1196925,FeH12N3OF23_,01,True,True,True,0.2132288027028086,True,ok,True,ok
mp_1196975_Ho2Fe17_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1196975_Ho2Fe17_feff_Fe_site_01,mp_1196975,Ho2Fe17,01,True,True,True,0.18886816819619057,True,ok,True,ok
mp_1196975_Ho2Fe17_feff_Fe_site_02,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1196975_Ho2Fe17_feff_Fe_site_02,mp_1196975,Ho2Fe17,02,True,True,True,0.24043018397534896,True,ok,True,ok
mp_1196975_Ho2Fe17_feff_Fe_site_03,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1196975_Ho2Fe17_feff_Fe_site_03,mp_1196975,Ho2Fe17,03,True,True,True,0.1543684772073828,True,ok,True,ok
mp_1196975_Ho2Fe17_feff_Fe_site_04,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1196975_Ho2Fe17_feff_Fe_site_04,mp_1196975,Ho2Fe17,04,True,True,True,0.17656877638555465,True,ok,True,ok
mp_1196996_K2FeCl5O__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1196996_K2FeCl5O__feff_Fe_site_01,mp_1196996,K2FeCl5O_,01,True,True,True,0.13966752313940178,True,ok,True,ok
mp_1197005_Pr6ZnFe13_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197005_Pr6ZnFe13_feff_Fe_site_01,mp_1197005,Pr6ZnFe13,01,True,True,True,0.22227055502977136,True,ok,True,ok
mp_1197005_Pr6ZnFe13_feff_Fe_site_02,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197005_Pr6ZnFe13_feff_Fe_site_02,mp_1197005,Pr6ZnFe13,02,True,True,True,0.1825878263588233,True,ok,True,ok
mp_1197005_Pr6ZnFe13_feff_Fe_site_03,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197005_Pr6ZnFe13_feff_Fe_site_03,mp_1197005,Pr6ZnFe13,03,True,True,True,0.1949365471106566,True,ok,True,ok
mp_1197005_Pr6ZnFe13_feff_Fe_site_04,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197005_Pr6ZnFe13_feff_Fe_site_04,mp_1197005,Pr6ZnFe13,04,True,True,True,0.2836801760981739,True,ok,True,ok
mp_1197024_FeBiSeO33__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197024_FeBiSeO33__feff_Fe_site_01,mp_1197024,FeBiSeO33_,01,True,True,True,0.18788413004912363,True,ok,True,ok
mp_1197109_FeSO11__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197109_FeSO11__feff_Fe_site_01,mp_1197109,FeSO11_,01,True,True,True,0.23802456588353454,True,ok,True,ok
mp_1197159_FeP2O7__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197159_FeP2O7__feff_Fe_site_01,mp_1197159,FeP2O7_,01,True,True,True,0.13771998190737517,True,ok,True,ok
mp_1197167_Nd6Fe13Ag_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197167_Nd6Fe13Ag_feff_Fe_site_01,mp_1197167,Nd6Fe13Ag,01,True,True,True,0.22407908538552063,True,ok,True,ok
mp_1197167_Nd6Fe13Ag_feff_Fe_site_02,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197167_Nd6Fe13Ag_feff_Fe_site_02,mp_1197167,Nd6Fe13Ag,02,True,True,True,0.22407707002214505,True,ok,True,ok
mp_1197167_Nd6Fe13Ag_feff_Fe_site_03,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197167_Nd6Fe13Ag_feff_Fe_site_03,mp_1197167,Nd6Fe13Ag,03,True,True,True,0.17329973241226096,True,ok,True,ok
mp_1197167_Nd6Fe13Ag_feff_Fe_site_04,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197167_Nd6Fe13Ag_feff_Fe_site_04,mp_1197167,Nd6Fe13Ag,04,True,True,True,0.1733041282259118,True,ok,True,ok
mp_1197167_Nd6Fe13Ag_feff_Fe_site_05,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197167_Nd6Fe13Ag_feff_Fe_site_05,mp_1197167,Nd6Fe13Ag,05,True,True,True,0.20115766296586385,True,ok,True,ok
mp_1197167_Nd6Fe13Ag_feff_Fe_site_06,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197167_Nd6Fe13Ag_feff_Fe_site_06,mp_1197167,Nd6Fe13Ag,06,True,True,True,0.2011525000014354,True,ok,True,ok
mp_1197167_Nd6Fe13Ag_feff_Fe_site_07,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197167_Nd6Fe13Ag_feff_Fe_site_07,mp_1197167,Nd6Fe13Ag,07,True,True,True,0.25310922035386785,True,ok,True,ok
mp_1197167_Nd6Fe13Ag_feff_Fe_site_08,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197167_Nd6Fe13Ag_feff_Fe_site_08,mp_1197167,Nd6Fe13Ag,08,True,True,True,0.25311206489954713,True,ok,True,ok
mp_1197173_Pr6Fe13Sn_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197173_Pr6Fe13Sn_feff_Fe_site_01,mp_1197173,Pr6Fe13Sn,01,True,True,True,0.2757789623242516,True,ok,True,ok
mp_1197173_Pr6Fe13Sn_feff_Fe_site_02,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197173_Pr6Fe13Sn_feff_Fe_site_02,mp_1197173,Pr6Fe13Sn,02,True,True,True,0.27577892731009174,True,ok,True,ok
mp_1197173_Pr6Fe13Sn_feff_Fe_site_03,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197173_Pr6Fe13Sn_feff_Fe_site_03,mp_1197173,Pr6Fe13Sn,03,True,True,True,0.17991280633800394,True,ok,True,ok
mp_1197173_Pr6Fe13Sn_feff_Fe_site_04,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197173_Pr6Fe13Sn_feff_Fe_site_04,mp_1197173,Pr6Fe13Sn,04,True,True,True,0.17991256384004933,True,ok,True,ok
mp_1197173_Pr6Fe13Sn_feff_Fe_site_05,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197173_Pr6Fe13Sn_feff_Fe_site_05,mp_1197173,Pr6Fe13Sn,05,True,True,True,0.21628017362056925,True,ok,True,ok
mp_1197173_Pr6Fe13Sn_feff_Fe_site_06,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197173_Pr6Fe13Sn_feff_Fe_site_06,mp_1197173,Pr6Fe13Sn,06,True,True,True,0.2162801246046297,True,ok,True,ok
mp_1197173_Pr6Fe13Sn_feff_Fe_site_07,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197173_Pr6Fe13Sn_feff_Fe_site_07,mp_1197173,Pr6Fe13Sn,07,True,True,True,0.19703165763453348,True,ok,True,ok
mp_1197173_Pr6Fe13Sn_feff_Fe_site_08,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197173_Pr6Fe13Sn_feff_Fe_site_08,mp_1197173,Pr6Fe13Sn,08,True,True,True,0.1970315940235702,True,ok,True,ok
mp_1197186_Dy2Al5Fe12_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197186_Dy2Al5Fe12_feff_Fe_site_01,mp_1197186,Dy2Al5Fe12,01,True,True,True,0.13226082237656048,True,ok,True,ok
mp_1197186_Dy2Al5Fe12_feff_Fe_site_02,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197186_Dy2Al5Fe12_feff_Fe_site_02,mp_1197186,Dy2Al5Fe12,02,True,True,True,0.12783958712316598,True,ok,True,ok
mp_1197187_Zn2FePO62__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197187_Zn2FePO62__feff_Fe_site_01,mp_1197187,Zn2FePO62_,01,True,True,True,0.22704636123281,True,ok,True,ok
mp_1197249_Ho2Fe5Co12_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197249_Ho2Fe5Co12_feff_Fe_site_01,mp_1197249,Ho2Fe5Co12,01,True,True,True,0.23250685586108952,True,ok,True,ok
mp_1197249_Ho2Fe5Co12_feff_Fe_site_02,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197249_Ho2Fe5Co12_feff_Fe_site_02,mp_1197249,Ho2Fe5Co12,02,True,True,True,0.2420448022312369,True,ok,True,ok
mp_1197249_Ho2Fe5Co12_feff_Fe_site_03,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197249_Ho2Fe5Co12_feff_Fe_site_03,mp_1197249,Ho2Fe5Co12,03,True,True,True,0.2419559007901553,True,ok,True,ok
mp_1197275_Tb2Fe14C__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197275_Tb2Fe14C__feff_Fe_site_01,mp_1197275,Tb2Fe14C_,01,True,True,True,0.21376070100647587,True,ok,True,ok
mp_1197275_Tb2Fe14C__feff_Fe_site_02,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197275_Tb2Fe14C__feff_Fe_site_02,mp_1197275,Tb2Fe14C_,02,True,True,True,0.19627183556975078,True,ok,True,ok
mp_1197275_Tb2Fe14C__feff_Fe_site_03,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197275_Tb2Fe14C__feff_Fe_site_03,mp_1197275,Tb2Fe14C_,03,True,True,True,0.19285459370191246,True,ok,True,ok
mp_1197275_Tb2Fe14C__feff_Fe_site_04,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197275_Tb2Fe14C__feff_Fe_site_04,mp_1197275,Tb2Fe14C_,04,True,True,True,0.12059624383249516,True,ok,True,ok
mp_1197275_Tb2Fe14C__feff_Fe_site_05,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197275_Tb2Fe14C__feff_Fe_site_05,mp_1197275,Tb2Fe14C_,05,True,True,True,0.16239152860252004,True,ok,True,ok
mp_1197275_Tb2Fe14C__feff_Fe_site_06,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197275_Tb2Fe14C__feff_Fe_site_06,mp_1197275,Tb2Fe14C_,06,True,True,True,0.1453958432978998,True,ok,True,ok
mp_1197292_Fe4P3H4NO12__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197292_Fe4P3H4NO12__feff_Fe_site_01,mp_1197292,Fe4P3H4NO12_,01,True,True,True,0.1332663050052889,True,ok,True,ok
mp_1197322_FeSnO6__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197322_FeSnO6__feff_Fe_site_01,mp_1197322,FeSnO6_,01,True,True,True,0.33299118902645286,True,ok,True,ok
mp_1197332_Fe2CoAsO72__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197332_Fe2CoAsO72__feff_Fe_site_01,mp_1197332,Fe2CoAsO72_,01,True,True,True,0.1632951773347245,True,ok,True,ok
mp_1197350_CsFeBP3O11__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197350_CsFeBP3O11__feff_Fe_site_01,mp_1197350,CsFeBP3O11_,01,True,True,True,0.1826394882487247,True,ok,True,ok
mp_1197365_Fe7SiO44__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197365_Fe7SiO44__feff_Fe_site_01,mp_1197365,Fe7SiO44_,01,True,True,True,0.15685807331963894,True,ok,True,ok
mp_1197366_SrFe5P5O22__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197366_SrFe5P5O22__feff_Fe_site_01,mp_1197366,SrFe5P5O22_,01,True,True,True,0.13503248275978724,True,ok,True,ok
mp_1197388_Gd2Fe14C__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197388_Gd2Fe14C__feff_Fe_site_01,mp_1197388,Gd2Fe14C_,01,True,True,True,0.23154450617701708,True,ok,True,ok
mp_1197388_Gd2Fe14C__feff_Fe_site_02,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197388_Gd2Fe14C__feff_Fe_site_02,mp_1197388,Gd2Fe14C_,02,True,True,True,0.2115402856006326,True,ok,True,ok
mp_1197388_Gd2Fe14C__feff_Fe_site_03,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197388_Gd2Fe14C__feff_Fe_site_03,mp_1197388,Gd2Fe14C_,03,True,True,True,0.1926532943712531,True,ok,True,ok
mp_1197388_Gd2Fe14C__feff_Fe_site_04,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197388_Gd2Fe14C__feff_Fe_site_04,mp_1197388,Gd2Fe14C_,04,True,True,True,0.1292357979065706,True,ok,True,ok
mp_1197388_Gd2Fe14C__feff_Fe_site_05,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197388_Gd2Fe14C__feff_Fe_site_05,mp_1197388,Gd2Fe14C_,05,True,True,True,0.15166198100876682,True,ok,True,ok
mp_1197388_Gd2Fe14C__feff_Fe_site_06,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197388_Gd2Fe14C__feff_Fe_site_06,mp_1197388,Gd2Fe14C_,06,True,True,True,0.1445565482578197,True,ok,True,ok
mp_1197402_FeTeO5__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197402_FeTeO5__feff_Fe_site_01,mp_1197402,FeTeO5_,01,True,True,True,0.1844016905741431,True,ok,True,ok
mp_1197408_FeH12C6NClO22__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197408_FeH12C6NClO22__feff_Fe_site_01,mp_1197408,FeH12C6NClO22_,01,True,True,True,0.22840119945356332,True,ok,True,ok
mp_1197438_Pr3Fe5O12__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197438_Pr3Fe5O12__feff_Fe_site_01,mp_1197438,Pr3Fe5O12_,01,True,True,True,0.24655995357535399,True,ok,True,ok
mp_1197443_Fe2As2PbO10__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197443_Fe2As2PbO10__feff_Fe_site_01,mp_1197443,Fe2As2PbO10_,01,True,True,True,0.1695194922061583,True,ok,True,ok
mp_1197460_Al4FeSiO62__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197460_Al4FeSiO62__feff_Fe_site_01,mp_1197460,Al4FeSiO62_,01,True,True,True,0.14568278647445643,True,ok,True,ok
mp_1197479_Fe7Sb3P3BrO63__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197479_Fe7Sb3P3BrO63__feff_Fe_site_01,mp_1197479,Fe7Sb3P3BrO63_,01,True,True,True,0.1465791014176129,True,ok,True,ok
mp_1197490_KFe3HCO11__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197490_KFe3HCO11__feff_Fe_site_01,mp_1197490,KFe3HCO11_,01,True,True,True,2.170720083835984,True,ok,True,ok
mp_1197505_CsFe2F6_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197505_CsFe2F6_feff_Fe_site_01,mp_1197505,CsFe2F6,01,True,True,True,0.2192102461958486,True,ok,True,ok
mp_1197505_CsFe2F6_feff_Fe_site_02,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197505_CsFe2F6_feff_Fe_site_02,mp_1197505,CsFe2F6,02,True,True,True,0.22679577911986723,True,ok,True,ok
mp_1197545_Pr6Fe13Sb_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197545_Pr6Fe13Sb_feff_Fe_site_01,mp_1197545,Pr6Fe13Sb,01,True,True,True,0.2713764516841786,True,ok,True,ok
mp_1197545_Pr6Fe13Sb_feff_Fe_site_02,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197545_Pr6Fe13Sb_feff_Fe_site_02,mp_1197545,Pr6Fe13Sb,02,True,True,True,0.27137785703971157,True,ok,True,ok
mp_1197545_Pr6Fe13Sb_feff_Fe_site_03,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197545_Pr6Fe13Sb_feff_Fe_site_03,mp_1197545,Pr6Fe13Sb,03,True,True,True,0.18082312665307643,True,ok,True,ok
mp_1197545_Pr6Fe13Sb_feff_Fe_site_04,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197545_Pr6Fe13Sb_feff_Fe_site_04,mp_1197545,Pr6Fe13Sb,04,True,True,True,0.1808260224475102,True,ok,True,ok
mp_1197545_Pr6Fe13Sb_feff_Fe_site_05,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197545_Pr6Fe13Sb_feff_Fe_site_05,mp_1197545,Pr6Fe13Sb,05,True,True,True,0.21203830505220633,True,ok,True,ok
mp_1197545_Pr6Fe13Sb_feff_Fe_site_06,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197545_Pr6Fe13Sb_feff_Fe_site_06,mp_1197545,Pr6Fe13Sb,06,True,True,True,0.2120340551945079,True,ok,True,ok
mp_1197545_Pr6Fe13Sb_feff_Fe_site_07,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197545_Pr6Fe13Sb_feff_Fe_site_07,mp_1197545,Pr6Fe13Sb,07,True,True,True,0.19355838999141886,True,ok,True,ok
mp_1197545_Pr6Fe13Sb_feff_Fe_site_08,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197545_Pr6Fe13Sb_feff_Fe_site_08,mp_1197545,Pr6Fe13Sb,08,True,True,True,0.19355297515090034,True,ok,True,ok
mp_1197576_FeW3Cl72_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197576_FeW3Cl72_feff_Fe_site_01,mp_1197576,FeW3Cl72,01,True,True,True,0.1896842186911592,True,ok,True,ok
mp_1197596_Ce33Fe13B9C172__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197596_Ce33Fe13B9C172__feff_Fe_site_01,mp_1197596,Ce33Fe13B9C172_,01,True,True,True,0.19624176155044123,True,ok,True,ok
mp_1197596_Ce33Fe13B9C172__feff_Fe_site_02,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197596_Ce33Fe13B9C172__feff_Fe_site_02,mp_1197596,Ce33Fe13B9C172_,02,True,True,True,0.35452981112304977,True,ok,True,ok
mp_1197601_Rb4MgFe8H6Se8O252__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197601_Rb4MgFe8H6Se8O252__feff_Fe_site_01,mp_1197601,Rb4MgFe8H6Se8O252_,01,True,True,True,0.1707140234544778,True,ok,True,ok
mp_1197635_NaFe2P2H5O11__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197635_NaFe2P2H5O11__feff_Fe_site_01,mp_1197635,NaFe2P2H5O11_,01,True,True,True,0.17165855676050534,True,ok,True,ok
mp_1197659_Dy2Nb2Fe15_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197659_Dy2Nb2Fe15_feff_Fe_site_01,mp_1197659,Dy2Nb2Fe15,01,True,True,True,0.24484872472388944,True,ok,True,ok
mp_1197659_Dy2Nb2Fe15_feff_Fe_site_02,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197659_Dy2Nb2Fe15_feff_Fe_site_02,mp_1197659,Dy2Nb2Fe15,02,True,True,True,0.2453993658170901,True,ok,True,ok
mp_1197659_Dy2Nb2Fe15_feff_Fe_site_03,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197659_Dy2Nb2Fe15_feff_Fe_site_03,mp_1197659,Dy2Nb2Fe15,03,True,True,True,0.17438729312185677,True,ok,True,ok
mp_1197659_Dy2Nb2Fe15_feff_Fe_site_04,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197659_Dy2Nb2Fe15_feff_Fe_site_04,mp_1197659,Dy2Nb2Fe15,04,True,True,True,0.1741301652066672,True,ok,True,ok
mp_1197659_Dy2Nb2Fe15_feff_Fe_site_05,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197659_Dy2Nb2Fe15_feff_Fe_site_05,mp_1197659,Dy2Nb2Fe15,05,True,True,True,0.1743619695827204,True,ok,True,ok
mp_1197659_Dy2Nb2Fe15_feff_Fe_site_06,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197659_Dy2Nb2Fe15_feff_Fe_site_06,mp_1197659,Dy2Nb2Fe15,06,True,True,True,0.1371572506658239,True,ok,True,ok
mp_1197659_Dy2Nb2Fe15_feff_Fe_site_07,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197659_Dy2Nb2Fe15_feff_Fe_site_07,mp_1197659,Dy2Nb2Fe15,07,True,True,True,0.13684946372440793,True,ok,True,ok
mp_1197720_Tm2Ga3Fe14_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197720_Tm2Ga3Fe14_feff_Fe_site_01,mp_1197720,Tm2Ga3Fe14,01,True,True,True,0.1698319750789296,True,ok,True,ok
mp_1197720_Tm2Ga3Fe14_feff_Fe_site_02,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197720_Tm2Ga3Fe14_feff_Fe_site_02,mp_1197720,Tm2Ga3Fe14,02,True,True,True,0.20833826101657088,True,ok,True,ok
mp_1197720_Tm2Ga3Fe14_feff_Fe_site_03,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197720_Tm2Ga3Fe14_feff_Fe_site_03,mp_1197720,Tm2Ga3Fe14,03,True,True,True,0.20333109824287152,True,ok,True,ok
mp_1197725_Y2Fe3Si5_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1197725_Y2Fe3Si5_feff_Fe_site_01,mp_1197725,Y2Fe3Si5,01,True,True,True,0.1594267587436657,True,ok,True,ok
