mp_id,formula,folder_name,folder_path,site_nn,total_sites,valid_sites,prim_n_atoms,prim_reason
mp_1188386,FeHgO2F5_,mp_1188386_FeHgO2F5__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1188386_FeHgO2F5__feff_Fe_site_01,1,1,1,18,ok
mp_1188423,Sm2Al2Fe15,mp_1188423_Sm2Al2Fe15_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1188423_Sm2Al2Fe15_feff_Fe_site_01,1,6,6,19,ok
mp_1188463,Th2FeS5,mp_1188463_Th2FeS5_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1188463_Th2FeS5_feff_Fe_site_01,1,2,2,16,ok
mp_1188475,Cs2FeCl5O_,mp_1188475_Cs2FeCl5O__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1188475_Cs2FeCl5O__feff_Fe_site_01,1,1,1,18,ok
mp_1188509,PrFeSb34,mp_1188509_PrFeSb34_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1188509_PrFeSb34_feff_Fe_site_01,1,2,2,17,ok
mp_1188542,SrFeSb34,mp_1188542_SrFeSb34_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1188542_SrFeSb34_feff_Fe_site_01,1,2,2,17,ok
mp_1188558,FeCu2SiS4,mp_1188558_FeCu2SiS4_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1188558_FeCu2SiS4_feff_Fe_site_01,1,1,1,16,ok
mp_1188583,La5FePb3,mp_1188583_La5FePb3_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1188583_La5FePb3_feff_Fe_site_01,1,1,1,18,ok
mp_1188610,Fe5Si2B,mp_1188610_Fe5Si2B_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1188610_Fe5Si2B_feff_Fe_site_01,1,2,2,16,ok
mp_1188611,ErFe4CuO43_,mp_1188611_ErFe4CuO43__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1188611_ErFe4CuO43__feff_Fe_site_01,1,1,1,20,ok
mp_1188625,LuFe4CuO43_,mp_1188625_LuFe4CuO43__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1188625_LuFe4CuO43__feff_Fe_site_01,1,1,1,20,ok
mp_1188668,FePH2O5_,mp_1188668_FePH2O5__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1188668_FePH2O5__feff_Fe_site_01,1,1,1,18,ok
mp_1188676,U2FeSe5,mp_1188676_U2FeSe5_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1188676_U2FeSe5_feff_Fe_site_01,1,2,2,16,ok
mp_1188709,FeH2CN22_,mp_1188709_FeH2CN22__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1188709_FeH2CN22__feff_Fe_site_01,1,1,1,18,ok
mp_1188722,Fe2Te4ClO12_,mp_1188722_Fe2Te4ClO12__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1188722_Fe2Te4ClO12__feff_Fe_site_01,1,1,1,19,ok
mp_1188725,Y2Ga2Fe15,mp_1188725_Y2Ga2Fe15_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1188725_Y2Ga2Fe15_feff_Fe_site_01,1,6,6,19,ok
mp_1188734,PrFeB4,mp_1188734_PrFeB4_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1188734_PrFeB4_feff_Fe_site_01,1,2,2,18,ok
mp_1188752,Fe3P2PbO14_,mp_1188752_Fe3P2PbO14__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1188752_Fe3P2PbO14__feff_Fe_site_01,1,1,1,20,ok
mp_1188789,Tb4Ga12Fe,mp_1188789_Tb4Ga12Fe_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1188789_Tb4Ga12Fe_feff_Fe_site_01,1,1,1,17,ok
mp_1188910,Sm2Ga2Fe15,mp_1188910_Sm2Ga2Fe15_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1188910_Sm2Ga2Fe15_feff_Fe_site_01,1,6,6,19,ok
mp_1188924,Sm2Fe15Si2,mp_1188924_Sm2Fe15Si2_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1188924_Sm2Fe15Si2_feff_Fe_site_01,1,6,6,19,ok
mp_1188970,Cs2CdFeCN6_,mp_1188970_Cs2CdFeCN6__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1188970_Cs2CdFeCN6__feff_Fe_site_01,1,1,1,16,ok
mp_1188975,LaFe2B6,mp_1188975_LaFe2B6_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1188975_LaFe2B6_feff_Fe_site_01,1,4,4,19,ok
mp_1189032,Fe3S,mp_1189032_Fe3S_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1189032_Fe3S_feff_Fe_site_01,1,2,2,16,ok
mp_1189053,Fe2CoC_,mp_1189053_Fe2CoC__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1189053_Fe2CoC__feff_Fe_site_01,1,1,1,16,ok
mp_1189105,Mn2FeSbO6_,mp_1189105_Mn2FeSbO6__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1189105_Mn2FeSbO6__feff_Fe_site_01,1,1,1,20,ok
mp_1189114,Sr2ScFePO3_,mp_1189114_Sr2ScFePO3__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1189114_Sr2ScFePO3__feff_Fe_site_01,1,1,1,16,ok
mp_1189139,Th2Fe7,mp_1189139_Th2Fe7_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1189139_Th2Fe7_feff_Fe_site_01,1,7,7,18,ok
mp_1189143,NaNdFeWO6_,mp_1189143_NaNdFeWO6__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1189143_NaNdFeWO6__feff_Fe_site_01,1,1,1,20,ok
mp_1189159,Eu3FeO6_,mp_1189159_Eu3FeO6__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1189159_Eu3FeO6__feff_Fe_site_01,1,1,1,20,ok
mp_1189224,DyFe4CuO43_,mp_1189224_DyFe4CuO43__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1189224_DyFe4CuO43__feff_Fe_site_01,1,1,1,20,ok
mp_1189324,Fe3PbSO72_,mp_1189324_Fe3PbSO72__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1189324_Fe3PbSO72__feff_Fe_site_01,1,1,1,20,ok
mp_1189338,Cs2LiFeCN6_,mp_1189338_Cs2LiFeCN6__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1189338_Cs2LiFeCN6__feff_Fe_site_01,1,1,1,16,ok
mp_1189397,PrFeAs34,mp_1189397_PrFeAs34_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1189397_PrFeAs34_feff_Fe_site_01,1,2,2,17,ok
mp_1189473,FeSbClO8_,mp_1189473_FeSbClO8__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1189473_FeSbClO8__feff_Fe_site_01,1,1,1,18,ok
mp_1189477,Cs2FeOF5_,mp_1189477_Cs2FeOF5__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1189477_Cs2FeOF5__feff_Fe_site_01,1,1,1,18,ok
mp_1189517,Fe2NiC_,mp_1189517_Fe2NiC__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1189517_Fe2NiC__feff_Fe_site_01,1,1,1,16,ok
mp_1189616,Ta3FeS6,mp_1189616_Ta3FeS6_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1189616_Ta3FeS6_feff_Fe_site_01,1,1,1,20,ok
mp_1189627,Th2FeSe5,mp_1189627_Th2FeSe5_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1189627_Th2FeSe5_feff_Fe_site_01,1,2,2,16,ok
mp_1189647,BaFeSb34,mp_1189647_BaFeSb34_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1189647_BaFeSb34_feff_Fe_site_01,1,2,2,17,ok
mp_1189650,ErFe3BO34_,mp_1189650_ErFe3BO34__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1189650_ErFe3BO34__feff_Fe_site_01,1,1,1,20,ok
mp_1189764,Zr5FeSb3,mp_1189764_Zr5FeSb3_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1189764_Zr5FeSb3_feff_Fe_site_01,1,1,1,18,ok
mp_1189775,Ti2FeB2Rh5,mp_1189775_Ti2FeB2Rh5_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1189775_Ti2FeB2Rh5_feff_Fe_site_01,1,1,1,20,ok
mp_1189790,NdFe4CuO43_,mp_1189790_NdFe4CuO43__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1189790_NdFe4CuO43__feff_Fe_site_01,1,1,1,20,ok
mp_1189794,FeSiAgS22,mp_1189794_FeSiAgS22_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1189794_FeSiAgS22_feff_Fe_site_01,1,1,1,16,ok
mp_1189831,Gd3FeO6_,mp_1189831_Gd3FeO6__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1189831_Gd3FeO6__feff_Fe_site_01,1,1,1,20,ok
mp_1189845,FeB,mp_1189845_FeB_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1189845_FeB_feff_Fe_site_01,1,1,1,16,ok
mp_1189973,TmFe4CuO43_,mp_1189973_TmFe4CuO43__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1189973_TmFe4CuO43__feff_Fe_site_01,1,1,1,20,ok
mp_1189987,Dy4Ga12Fe,mp_1189987_Dy4Ga12Fe_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1189987_Dy4Ga12Fe_feff_Fe_site_01,1,1,1,17,ok
mp_1190010,Pr2Al2Fe15,mp_1190010_Pr2Al2Fe15_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1190010_Pr2Al2Fe15_feff_Fe_site_01,1,6,6,19,ok
mp_1190037,Nb3FeSe6,mp_1190037_Nb3FeSe6_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1190037_Nb3FeSe6_feff_Fe_site_01,1,1,1,20,ok
mp_1190091,EuFe4CuO43_,mp_1190091_EuFe4CuO43__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1190091_EuFe4CuO43__feff_Fe_site_01,1,1,1,20,ok
mp_1190182,Nd2Fe15Co2,mp_1190182_Nd2Fe15Co2_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1190182_Nd2Fe15Co2_feff_Fe_site_01,1,6,6,19,ok
mp_1190200,Sm2Fe17B3,mp_1190200_Sm2Fe17B3_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1190200_Sm2Fe17B3_feff_Fe_site_01,1,7,7,22,ok
mp_1190207,NbFeGe,mp_1190207_NbFeGe_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1190207_NbFeGe_feff_Fe_site_01,1,2,2,18,ok
mp_1190259,Ba3UFeSe6,mp_1190259_Ba3UFeSe6_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1190259_Ba3UFeSe6_feff_Fe_site_01,1,1,1,22,ok
mp_1190340,Ba3TaFe3SiO72_,mp_1190340_Ba3TaFe3SiO72__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1190340_Ba3TaFe3SiO72__feff_Fe_site_01,1,1,1,23,ok
mp_1190371,Fe2O2F5_,mp_1190371_Fe2O2F5__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1190371_Fe2O2F5__feff_Fe_site_01,1,1,1,18,ok
mp_1190394,Nd4FeS6O_,mp_1190394_Nd4FeS6O__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1190394_Nd4FeS6O__feff_Fe_site_01,1,1,1,24,ok
mp_1190442,FeSeO3F_,mp_1190442_FeSeO3F__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1190442_FeSeO3F__feff_Fe_site_01,1,1,1,24,ok
mp_1190513,FeH5CNClO2_,mp_1190513_FeH5CNClO2__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1190513_FeH5CNClO2__feff_Fe_site_01,1,1,1,24,ok
mp_1190514,Sm2Fe17H3,mp_1190514_Sm2Fe17H3_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1190514_Sm2Fe17H3_feff_Fe_site_01,1,7,7,22,ok
mp_1190551,Na2FeSO4F3_,mp_1190551_Na2FeSO4F3__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1190551_Na2FeSO4F3__feff_Fe_site_01,1,1,1,22,ok
mp_1190569,Ba3UFeS6,mp_1190569_Ba3UFeS6_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1190569_Ba3UFeS6_feff_Fe_site_01,1,1,1,22,ok
mp_1190608,Ho2Fe17C3_,mp_1190608_Ho2Fe17C3__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1190608_Ho2Fe17C3__feff_Fe_site_01,1,4,4,22,ok
mp_1190611,Nd2Fe17H3,mp_1190611_Nd2Fe17H3_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1190611_Nd2Fe17H3_feff_Fe_site_01,1,7,7,22,ok
mp_1190639,CsK2Fe3P4ClO14_,mp_1190639_CsK2Fe3P4ClO14__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1190639_CsK2Fe3P4ClO14__feff_Fe_site_01,1,1,1,25,ok
mp_1190642,Er2Fe12P7,mp_1190642_Er2Fe12P7_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1190642_Er2Fe12P7_feff_Fe_site_01,1,4,4,21,ok
mp_1190681,ZrFe2,mp_1190681_ZrFe2_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1190681_ZrFe2_feff_Fe_site_01,1,3,3,24,ok
mp_1190690,Dy2Fe17N3_,mp_1190690_Dy2Fe17N3__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1190690_Dy2Fe17N3__feff_Fe_site_01,1,4,4,22,ok
mp_1190697,ScFe2,mp_1190697_ScFe2_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1190697_ScFe2_feff_Fe_site_01,1,3,3,24,ok
mp_1190701,Ce2Fe17H3,mp_1190701_Ce2Fe17H3_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1190701_Ce2Fe17H3_feff_Fe_site_01,1,7,7,22,ok
mp_1190707,Tm2Fe12P7,mp_1190707_Tm2Fe12P7_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1190707_Tm2Fe12P7_feff_Fe_site_01,1,4,4,21,ok
mp_1190708,Al3Fe2Si,mp_1190708_Al3Fe2Si_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1190708_Al3Fe2Si_feff_Fe_site_01,1,2,2,24,ok
mp_1190713,La3FeCoS7,mp_1190713_La3FeCoS7_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1190713_La3FeCoS7_feff_Fe_site_01,1,1,1,24,ok
mp_1190714,Fe3AsO82_,mp_1190714_Fe3AsO82__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1190714_Fe3AsO82__feff_Fe_site_01,1,1,1,21,ok
mp_1190715,Er3FeB7,mp_1190715_Er3FeB7_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1190715_Er3FeB7_feff_Fe_site_01,1,1,1,22,ok
mp_1190721,Nd3AlFeS7,mp_1190721_Nd3AlFeS7_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1190721_Nd3AlFeS7_feff_Fe_site_01,1,1,1,24,ok
mp_1190738,Dy2Fe17C3_,mp_1190738_Dy2Fe17C3__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1190738_Dy2Fe17C3__feff_Fe_site_01,1,4,4,22,ok
mp_1190757,Tb3GaFeS7,mp_1190757_Tb3GaFeS7_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1190757_Tb3GaFeS7_feff_Fe_site_01,1,1,1,24,ok
mp_1190790,Sm2Fe17N3_,mp_1190790_Sm2Fe17N3__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1190790_Sm2Fe17N3__feff_Fe_site_01,1,4,4,22,ok
mp_1190791,Dy2Fe12P7,mp_1190791_Dy2Fe12P7_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1190791_Dy2Fe12P7_feff_Fe_site_01,1,4,4,21,ok
mp_1190820,Ba2FeGe2O7_,mp_1190820_Ba2FeGe2O7__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1190820_Ba2FeGe2O7__feff_Fe_site_01,1,1,1,24,ok
mp_1190821,Y2Fe17C3_,mp_1190821_Y2Fe17C3__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1190821_Y2Fe17C3__feff_Fe_site_01,1,4,4,22,ok
mp_1190829,SmFe3BO34_,mp_1190829_SmFe3BO34__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1190829_SmFe3BO34__feff_Fe_site_01,1,1,1,20,ok
mp_1190844,Nd2Fe17C3_,mp_1190844_Nd2Fe17C3__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1190844_Nd2Fe17C3__feff_Fe_site_01,1,4,4,22,ok
mp_1190858,BaFe2P2O72_,mp_1190858_BaFe2P2O72__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1190858_BaFe2P2O72__feff_Fe_site_01,1,1,1,21,ok
mp_1190874,FeBi2PO8_,mp_1190874_FeBi2PO8__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1190874_FeBi2PO8__feff_Fe_site_01,1,1,1,24,ok
mp_1190927,Pr3InFeS7,mp_1190927_Pr3InFeS7_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1190927_Pr3InFeS7_feff_Fe_site_01,1,1,1,24,ok
mp_1190931,NaFeMoO42_,mp_1190931_NaFeMoO42__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1190931_NaFeMoO42__feff_Fe_site_01,1,1,1,24,ok
mp_1190963,Pr2Fe17N3_,mp_1190963_Pr2Fe17N3__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1190963_Pr2Fe17N3__feff_Fe_site_01,1,4,4,22,ok
mp_1191008,Y3AlFeS7,mp_1191008_Y3AlFeS7_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1191008_Y3AlFeS7_feff_Fe_site_01,1,1,1,24,ok
mp_1191051,UFeB4,mp_1191051_UFeB4_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1191051_UFeB4_feff_Fe_site_01,1,1,1,24,ok
mp_1191064,Fe2NO8_,mp_1191064_Fe2NO8__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1191064_Fe2NO8__feff_Fe_site_01,1,1,1,22,ok
mp_1191073,Pr2Fe17H3,mp_1191073_Pr2Fe17H3_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1191073_Pr2Fe17H3_feff_Fe_site_01,1,7,7,22,ok
mp_1191093,Gd2Fe17H3,mp_1191093_Gd2Fe17H3_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1191093_Gd2Fe17H3_feff_Fe_site_01,1,7,7,22,ok
mp_1191106,ScFeB4,mp_1191106_ScFeB4_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1191106_ScFeB4_feff_Fe_site_01,1,1,1,24,ok
mp_1191147,Sm2Fe12P7,mp_1191147_Sm2Fe12P7_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1191147_Sm2Fe12P7_feff_Fe_site_01,1,4,4,21,ok
mp_1191175,K2FePSe32,mp_1191175_K2FePSe32_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1191175_K2FePSe32_feff_Fe_site_01,1,1,1,22,ok
mp_1191181,Ho2Fe12P7,mp_1191181_Ho2Fe12P7_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1191181_Ho2Fe12P7_feff_Fe_site_01,1,4,4,21,ok
mp_1191191,La3Fe2S7,mp_1191191_La3Fe2S7_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1191191_La3Fe2S7_feff_Fe_site_01,1,2,2,24,ok
mp_1191215,La3InFeS7,mp_1191215_La3InFeS7_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1191215_La3InFeS7_feff_Fe_site_01,1,1,1,24,ok
mp_1191216,Cs4Fe2O5_,mp_1191216_Cs4Fe2O5__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1191216_Cs4Fe2O5__feff_Fe_site_01,1,1,1,22,ok
mp_1191229,Dy3GaFeSe7,mp_1191229_Dy3GaFeSe7_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1191229_Dy3GaFeSe7_feff_Fe_site_01,1,1,1,24,ok
mp_1191230,Pr4FeS7,mp_1191230_Pr4FeS7_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1191230_Pr4FeS7_feff_Fe_site_01,1,1,1,24,ok
mp_1191233,Sm3AlFeS7,mp_1191233_Sm3AlFeS7_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1191233_Sm3AlFeS7_feff_Fe_site_01,1,1,1,24,ok
mp_1191264,Sr2FeCuPbO32_,mp_1191264_Sr2FeCuPbO32__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1191264_Sr2FeCuPbO32__feff_Fe_site_01,1,1,1,24,ok
