mp_id,formula,folder_name,folder_path,site_nn,total_sites,valid_sites,prim_n_atoms,prim_reason
mp_1245918,Fe2CN23_,mp_1245918_Fe2CN23__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1245918_Fe2CN23__feff_Fe_site_01,1,1,1,22,ok
mp_1245929,CdFeN2_,mp_1245929_CdFeN2__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1245929_CdFeN2__feff_Fe_site_01,1,1,1,5,ok
mp_1245930,BaFeN2_,mp_1245930_BaFeN2__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1245930_BaFeN2__feff_Fe_site_01,1,1,1,5,ok
mp_1245944,VFeN4_,mp_1245944_VFeN4__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1245944_VFeN4__feff_Fe_site_01,1,4,4,18,ok
mp_1245963,BaFeN2_,mp_1245963_BaFeN2__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1245963_BaFeN2__feff_Fe_site_01,1,1,1,10,ok
mp_1245976,Fe3SiN4_,mp_1245976_Fe3SiN4__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1245976_Fe3SiN4__feff_Fe_site_01,1,2,2,16,ok
mp_1245996,TiFeN4_,mp_1245996_TiFeN4__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1245996_TiFeN4__feff_Fe_site_01,1,4,4,18,ok
mp_1246,Fe4C_,mp_1246_Fe4C__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246_Fe4C__feff_Fe_site_01,1,1,1,5,ok
mp_1246033,FeCoN3_,mp_1246033_FeCoN3__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246033_FeCoN3__feff_Fe_site_01,1,1,1,14,ok
mp_1246055,FeC2N33_,mp_1246055_FeC2N33__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246055_FeC2N33__feff_Fe_site_01,1,1,1,32,ok
mp_1246069,Fe4CN4_,mp_1246069_Fe4CN4__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246069_Fe4CN4__feff_Fe_site_01,1,4,4,36,ok
mp_1246079,Y2FeN3_,mp_1246079_Y2FeN3__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246079_Y2FeN3__feff_Fe_site_01,1,1,1,24,ok
mp_1246096,Mg3FeN22_,mp_1246096_Mg3FeN22__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246096_Mg3FeN22__feff_Fe_site_01,1,1,1,18,ok
mp_1246113,Cr2Fe3N4_,mp_1246113_Cr2Fe3N4__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246113_Cr2Fe3N4__feff_Fe_site_01,1,2,2,18,ok
mp_1246116,Mn9FeN42_,mp_1246116_Mn9FeN42__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246116_Mn9FeN42__feff_Fe_site_01,1,1,1,19,ok
mp_1246138,Fe3GeN8_,mp_1246138_Fe3GeN8__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246138_Fe3GeN8__feff_Fe_site_01,1,2,2,19,ok
mp_1246140,Fe10CuN8_,mp_1246140_Fe10CuN8__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246140_Fe10CuN8__feff_Fe_site_01,1,5,5,19,ok
mp_1246147,Mn2Fe9N8_,mp_1246147_Mn2Fe9N8__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246147_Mn2Fe9N8__feff_Fe_site_01,1,5,5,19,ok
mp_1246166,ZrFeN2_,mp_1246166_ZrFeN2__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246166_ZrFeN2__feff_Fe_site_01,1,1,1,5,ok
mp_1246184,Fe2Ni3N4_,mp_1246184_Fe2Ni3N4__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246184_Fe2Ni3N4__feff_Fe_site_01,1,1,1,18,ok
mp_1246188,Zn3FeN22_,mp_1246188_Zn3FeN22__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246188_Zn3FeN22__feff_Fe_site_01,1,1,1,18,ok
mp_1246194,Cd3FeN22_,mp_1246194_Cd3FeN22__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246194_Cd3FeN22__feff_Fe_site_01,1,1,1,18,ok
mp_1246212,Ca8Fe3N8_,mp_1246212_Ca8Fe3N8__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246212_Ca8Fe3N8__feff_Fe_site_01,1,2,2,19,ok
mp_1246216,Fe2Pb3N4_,mp_1246216_Fe2Pb3N4__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246216_Fe2Pb3N4__feff_Fe_site_01,1,1,1,18,ok
mp_1246229,Ca9FeN42_,mp_1246229_Ca9FeN42__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246229_Ca9FeN42__feff_Fe_site_01,1,1,1,19,ok
mp_1246230,Fe2Co3N4_,mp_1246230_Fe2Co3N4__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246230_Fe2Co3N4__feff_Fe_site_01,1,1,1,18,ok
mp_1246235,Fe2Co9N8_,mp_1246235_Fe2Co9N8__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246235_Fe2Co9N8__feff_Fe_site_01,1,1,1,19,ok
mp_1246237,VFeN2_,mp_1246237_VFeN2__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246237_VFeN2__feff_Fe_site_01,1,1,1,8,ok
mp_1246241,Fe4RuN4_,mp_1246241_Fe4RuN4__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246241_Fe4RuN4__feff_Fe_site_01,1,4,4,18,ok
mp_1246244,MgFeN_,mp_1246244_MgFeN__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246244_MgFeN__feff_Fe_site_01,1,1,1,12,ok
mp_1246245,Ba8Fe3N8_,mp_1246245_Ba8Fe3N8__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246245_Ba8Fe3N8__feff_Fe_site_01,1,2,2,19,ok
mp_1246299,Ba2FeN2_,mp_1246299_Ba2FeN2__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246299_Ba2FeN2__feff_Fe_site_01,1,1,1,5,ok
mp_1246338,NaFeN_,mp_1246338_NaFeN__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246338_NaFeN__feff_Fe_site_01,1,1,1,6,ok
mp_1246348,Fe3CoN8_,mp_1246348_Fe3CoN8__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246348_Fe3CoN8__feff_Fe_site_01,1,2,2,19,ok
mp_1246352,GaFeN2_,mp_1246352_GaFeN2__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246352_GaFeN2__feff_Fe_site_01,1,1,1,8,ok
mp_1246355,Fe3Pb3N5_,mp_1246355_Fe3Pb3N5__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246355_Fe3Pb3N5__feff_Fe_site_01,1,2,2,22,ok
mp_1246373,CrFeN2_,mp_1246373_CrFeN2__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246373_CrFeN2__feff_Fe_site_01,1,1,1,8,ok
mp_1246384,Mg2MnFe3S8,mp_1246384_Mg2MnFe3S8_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246384_Mg2MnFe3S8_feff_Fe_site_01,1,2,2,14,ok
mp_1246387,TaFeN2_,mp_1246387_TaFeN2__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246387_TaFeN2__feff_Fe_site_01,1,2,2,64,ok
mp_1246402,FeSi2N3_,mp_1246402_FeSi2N3__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246402_FeSi2N3__feff_Fe_site_01,1,1,1,12,ok
mp_1246412,Mg5FeN4_,mp_1246412_Mg5FeN4__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246412_Mg5FeN4__feff_Fe_site_01,1,1,1,20,ok
mp_1246435,Fe2CoN2_,mp_1246435_Fe2CoN2__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246435_Fe2CoN2__feff_Fe_site_01,1,1,1,5,ok
mp_1246438,Ba3FeN22_,mp_1246438_Ba3FeN22__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246438_Ba3FeN22__feff_Fe_site_01,1,1,1,36,ok
mp_1246446,Mn8Fe3N8_,mp_1246446_Mn8Fe3N8__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246446_Mn8Fe3N8__feff_Fe_site_01,1,2,2,19,ok
mp_1246451,Fe2Ni9N8_,mp_1246451_Fe2Ni9N8__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246451_Fe2Ni9N8__feff_Fe_site_01,1,1,1,19,ok
mp_1246453,Mg2FeW3S8,mp_1246453_Mg2FeW3S8_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246453_Mg2FeW3S8_feff_Fe_site_01,1,1,1,14,ok
mp_1246459,Ca5FeN4_,mp_1246459_Ca5FeN4__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246459_Ca5FeN4__feff_Fe_site_01,1,1,1,20,ok
mp_1246461,FeCo5N4_,mp_1246461_FeCo5N4__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246461_FeCo5N4__feff_Fe_site_01,1,1,1,20,ok
mp_1246475,GaFeN2_,mp_1246475_GaFeN2__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246475_GaFeN2__feff_Fe_site_01,1,1,1,16,ok
mp_1246490,RbFeN_,mp_1246490_RbFeN__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246490_RbFeN__feff_Fe_site_01,1,1,1,12,ok
mp_1246498,Fe2IrN3_,mp_1246498_Fe2IrN3__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246498_Fe2IrN3__feff_Fe_site_01,1,1,1,12,ok
mp_1246499,CsFeN_,mp_1246499_CsFeN__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246499_CsFeN__feff_Fe_site_01,1,1,1,12,ok
mp_1246508,FePdN2_,mp_1246508_FePdN2__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246508_FePdN2__feff_Fe_site_01,1,1,1,5,ok
mp_1246529,FeGeN2_,mp_1246529_FeGeN2__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246529_FeGeN2__feff_Fe_site_01,1,2,2,64,ok
mp_1246534,Mg2FeMo3S8,mp_1246534_Mg2FeMo3S8_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246534_Mg2FeMo3S8_feff_Fe_site_01,1,1,1,14,ok
mp_1246537,Fe2NiN2_,mp_1246537_Fe2NiN2__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246537_Fe2NiN2__feff_Fe_site_01,1,1,1,5,ok
mp_1246548,InFeN2_,mp_1246548_InFeN2__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246548_InFeN2__feff_Fe_site_01,1,1,1,5,ok
mp_1246554,Fe3SbN_,mp_1246554_Fe3SbN__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246554_Fe3SbN__feff_Fe_site_01,1,3,3,10,ok
mp_1246592,MgFe5N4_,mp_1246592_MgFe5N4__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246592_MgFe5N4__feff_Fe_site_01,1,2,2,20,ok
mp_12466,FePdSe2,mp_12466_FePdSe2_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_12466_FePdSe2_feff_Fe_site_01,1,1,1,10,ok
mp_1246607,AlFeN2_,mp_1246607_AlFeN2__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246607_AlFeN2__feff_Fe_site_01,1,2,2,64,ok
mp_1246617,Mn3Fe3N5_,mp_1246617_Mn3Fe3N5__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246617_Mn3Fe3N5__feff_Fe_site_01,1,3,3,22,ok
mp_1246623,CdFe5N4_,mp_1246623_CdFe5N4__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246623_CdFe5N4__feff_Fe_site_01,1,2,2,20,ok
mp_1246643,KFe5N4_,mp_1246643_KFe5N4__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246643_KFe5N4__feff_Fe_site_01,1,5,5,80,ok
mp_1246645,TiFeN2_,mp_1246645_TiFeN2__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246645_TiFeN2__feff_Fe_site_01,1,1,1,8,ok
mp_1246649,Sr3Fe3N5_,mp_1246649_Sr3Fe3N5__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246649_Sr3Fe3N5__feff_Fe_site_01,1,3,3,22,ok
mp_1246664,CrFeN3_,mp_1246664_CrFeN3__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246664_CrFeN3__feff_Fe_site_01,1,2,2,14,ok
mp_1246668,Mn3FeN8_,mp_1246668_Mn3FeN8__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246668_Mn3FeN8__feff_Fe_site_01,1,4,4,19,ok
mp_1246672,FeNi5N4_,mp_1246672_FeNi5N4__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246672_FeNi5N4__feff_Fe_site_01,1,1,1,20,ok
mp_1246685,Mg2TiFe3S8,mp_1246685_Mg2TiFe3S8_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246685_Mg2TiFe3S8_feff_Fe_site_01,1,2,2,14,ok
mp_1246727,Zn8Fe3N8_,mp_1246727_Zn8Fe3N8__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246727_Zn8Fe3N8__feff_Fe_site_01,1,2,2,19,ok
mp_1246734,FeSiN2_,mp_1246734_FeSiN2__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246734_FeSiN2__feff_Fe_site_01,1,2,2,64,ok
mp_1246746,FeSi7N10_,mp_1246746_FeSi7N10__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246746_FeSi7N10__feff_Fe_site_01,1,1,1,36,ok
mp_1246755,Mn3FeN22_,mp_1246755_Mn3FeN22__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246755_Mn3FeN22__feff_Fe_site_01,1,2,2,36,ok
mp_1246758,Fe2CuN2_,mp_1246758_Fe2CuN2__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246758_Fe2CuN2__feff_Fe_site_01,1,1,1,5,ok
mp_1246772,FeCoN2_,mp_1246772_FeCoN2__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246772_FeCoN2__feff_Fe_site_01,1,1,1,5,ok
mp_1246785,Mn3Fe8N9_,mp_1246785_Mn3Fe8N9__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246785_Mn3Fe8N9__feff_Fe_site_01,1,8,8,80,ok
mp_1246789,Mg2Fe3WS8,mp_1246789_Mg2Fe3WS8_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246789_Mg2Fe3WS8_feff_Fe_site_01,1,3,3,14,ok
mp_1246793,Mn10FeN8_,mp_1246793_Mn10FeN8__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246793_Mn10FeN8__feff_Fe_site_01,1,1,1,19,ok
mp_1246800,Fe3SiN4_,mp_1246800_Fe3SiN4__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246800_Fe3SiN4__feff_Fe_site_01,1,2,2,32,ok
mp_1246808,Mg2Cr3FeS8,mp_1246808_Mg2Cr3FeS8_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246808_Mg2Cr3FeS8_feff_Fe_site_01,1,1,1,14,ok
mp_1246813,Cr8Fe3N8_,mp_1246813_Cr8Fe3N8__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246813_Cr8Fe3N8__feff_Fe_site_01,1,2,2,19,ok
mp_1246849,ZrFeN2_,mp_1246849_ZrFeN2__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246849_ZrFeN2__feff_Fe_site_01,1,1,1,16,ok
mp_1246856,Ca3Fe3N5_,mp_1246856_Ca3Fe3N5__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246856_Ca3Fe3N5__feff_Fe_site_01,1,3,3,22,ok
mp_1246863,Sr5FeN22_,mp_1246863_Sr5FeN22__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246863_Sr5FeN22__feff_Fe_site_01,1,1,1,44,ok
mp_1246881,Fe2PbN2_,mp_1246881_Fe2PbN2__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246881_Fe2PbN2__feff_Fe_site_01,1,1,1,5,ok
mp_1246890,AlFe2N3_,mp_1246890_AlFe2N3__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246890_AlFe2N3__feff_Fe_site_01,1,1,1,12,ok
mp_1246939,Fe6WN4_,mp_1246939_Fe6WN4__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246939_Fe6WN4__feff_Fe_site_01,1,2,2,22,ok
mp_1246948,FeSnN_,mp_1246948_FeSnN__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246948_FeSnN__feff_Fe_site_01,1,1,1,6,ok
mp_1246955,VFe2N3_,mp_1246955_VFe2N3__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246955_VFe2N3__feff_Fe_site_01,1,1,1,12,ok
mp_1246992,FeGeN2_,mp_1246992_FeGeN2__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1246992_FeGeN2__feff_Fe_site_01,1,1,1,16,ok
mp_1247009,V8Fe3N8_,mp_1247009_V8Fe3N8__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1247009_V8Fe3N8__feff_Fe_site_01,1,2,2,19,ok
mp_1247011,Zn3FeN3_,mp_1247011_Zn3FeN3__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1247011_Zn3FeN3__feff_Fe_site_01,1,1,1,14,ok
mp_1247015,Fe2NiN2_,mp_1247015_Fe2NiN2__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1247015_Fe2NiN2__feff_Fe_site_01,1,1,1,10,ok
mp_1247037,Fe10CoN8_,mp_1247037_Fe10CoN8__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1247037_Fe10CoN8__feff_Fe_site_01,1,5,5,19,ok
mp_1247046,FeCo5N42_,mp_1247046_FeCo5N42__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1247046_FeCo5N42__feff_Fe_site_01,1,1,1,19,ok
mp_1247090,MgTiFeS4,mp_1247090_MgTiFeS4_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1247090_MgTiFeS4_feff_Fe_site_01,1,2,2,14,ok
mp_1247115,Mg2Ti3FeS8,mp_1247115_Mg2Ti3FeS8_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1247115_Mg2Ti3FeS8_feff_Fe_site_01,1,1,1,14,ok
mp_1247159,MgCrFeS4,mp_1247159_MgCrFeS4_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1247159_MgCrFeS4_feff_Fe_site_01,1,1,1,14,ok
mp_1247160,Fe4Se3N2_,mp_1247160_Fe4Se3N2__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1247160_Fe4Se3N2__feff_Fe_site_01,1,2,2,18,ok
mp_1247169,Y2Fe3N4_,mp_1247169_Y2Fe3N4__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1247169_Y2Fe3N4__feff_Fe_site_01,1,2,2,18,ok
mp_1247175,MgVFeS4,mp_1247175_MgVFeS4_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1247175_MgVFeS4_feff_Fe_site_01,1,1,1,14,ok
mp_1247186,Mg2Mn3FeS8,mp_1247186_Mg2Mn3FeS8_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1247186_Mg2Mn3FeS8_feff_Fe_site_01,1,1,1,14,ok
mp_1247193,Mg2V3FeS8,mp_1247193_Mg2V3FeS8_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1247193_Mg2V3FeS8_feff_Fe_site_01,1,1,1,14,ok
mp_1247197,Mg2CrFe3S8,mp_1247197_Mg2CrFe3S8_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1247197_Mg2CrFe3S8_feff_Fe_site_01,1,2,2,14,ok
mp_1247206,Mg2VFe3S8,mp_1247206_Mg2VFe3S8_feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1247206_Mg2VFe3S8_feff_Fe_site_01,1,3,3,14,ok
mp_1247243,Sr3FeN22_,mp_1247243_Sr3FeN22__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1247243_Sr3FeN22__feff_Fe_site_01,1,2,2,36,ok
mp_1247266,Fe5NiN4_,mp_1247266_Fe5NiN4__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1247266_Fe5NiN4__feff_Fe_site_01,1,2,2,20,ok
mp_1247267,Fe5CoN4_,mp_1247267_Fe5CoN4__feff_Fe_site_01,C:\Users\T-Cat\Desktop\DiffCSP-main\site_dataset_Fe_only_oxide_one_site\mp_1247267_Fe5CoN4__feff_Fe_site_01,1,2,2,20,ok
