lr-Adam,step,train_loss_step,lattice_loss_step,coord_loss_step,epoch,train_loss_epoch,lattice_loss_epoch,coord_loss_epoch
,369,1.7417207956314087,0.9475095272064209,0.7942112684249878,0,,,
0.0001,379,,,,,,,
,379,1.622807264328003,0.8389522433280945,0.7838549613952637,0,,,
0.0001,389,,,,,,,
,389,1.477170467376709,0.7794193625450134,0.6977511048316956,0,,,
0.0001,399,,,,,,,
,399,1.579559087753296,0.8388077020645142,0.740751326084137,0,,,
0.0001,409,,,,,,,
,409,1.8387203216552734,1.0462470054626465,0.7924732565879822,0,,,
,414,,,,0,3.5807337760925293,2.7820682525634766,0.7986685633659363
0.0001,419,,,,,,,
,419,1.6883060932159424,0.845196008682251,0.8431101441383362,1,,,
0.0001,429,,,,,,,
,429,1.3793315887451172,0.6740094423294067,0.7053220868110657,1,,,
0.0001,439,,,,,,,
,439,2.0982038974761963,1.2869462966918945,0.8112576007843018,1,,,
0.0001,449,,,,,,,
,449,1.5701905488967896,0.8236803412437439,0.7465102076530457,1,,,
0.0001,459,,,,,,,
,459,1.9759185314178467,1.1780242919921875,0.797894299030304,1,,,
0.0001,469,,,,,,,
,469,1.5123285055160522,0.6345244646072388,0.8778040409088135,1,,,
0.0001,479,,,,,,,
,479,1.6932032108306885,0.9318760633468628,0.7613272070884705,1,,,
0.0001,489,,,,,,,
,489,1.5188345909118652,0.7700421810150146,0.7487924098968506,1,,,
0.0001,499,,,,,,,
,499,1.437819242477417,0.67596834897995,0.7618508338928223,1,,,
0.0001,509,,,,,,,
,509,1.5282976627349854,0.8571021556854248,0.6711955070495605,1,,,
0.0001,519,,,,,,,
,519,1.585378885269165,0.81584632396698,0.7695326209068298,1,,,
0.0001,529,,,,,,,
,529,1.783718466758728,0.9045339822769165,0.8791844844818115,1,,,
0.0001,539,,,,,,,
,539,1.8763024806976318,1.0417619943618774,0.8345405459403992,1,,,
0.0001,549,,,,,,,
,549,1.4513275623321533,0.6634044647216797,0.7879230380058289,1,,,
0.0001,559,,,,,,,
,559,1.8444188833236694,1.0814485549926758,0.7629703283309937,1,,,
0.0001,569,,,,,,,
,569,1.6360355615615845,0.7643246650695801,0.8717108964920044,1,,,
0.0001,579,,,,,,,
,579,1.6378700733184814,0.8794082403182983,0.7584618330001831,1,,,
0.0001,589,,,,,,,
,589,1.6003583669662476,0.8313615322113037,0.7689968347549438,1,,,
0.0001,599,,,,,,,
,599,1.5471546649932861,0.773286759853363,0.7738679647445679,1,,,
0.0001,609,,,,,,,
,609,1.5329301357269287,0.757692277431488,0.7752378582954407,1,,,
0.0001,619,,,,,,,
,619,1.6037458181381226,0.7837172150611877,0.8200286030769348,1,,,
0.0001,629,,,,,,,
,629,1.4033550024032593,0.588707447052002,0.8146475553512573,1,,,
0.0001,639,,,,,,,
,639,1.6499030590057373,0.8588852882385254,0.7910178303718567,1,,,
0.0001,649,,,,,,,
,649,1.8025158643722534,0.949985682964325,0.8525301814079285,1,,,
0.0001,659,,,,,,,
,659,1.6778934001922607,0.8508118391036987,0.827081561088562,1,,,
0.0001,669,,,,,,,
,669,1.7042142152786255,0.8307194709777832,0.8734947443008423,1,,,
